"","Suburb","Rooms","Price","Method","SellerG","Date","Distance","Postcode","Bathroom","Car","BuildingArea","YearBuilt","Lattitude","Longtitude","Regionname","Propertycount","Walk.Score","Population","CouncilArea","Month","Year"
"155","Maidstone",2,485000,"S","Jas",2016-04-06,9.2,"3012",1,1,76,2011,-37.7844,144.8791,"Western Metropolitan",3873,62,"7,768","Maribyrnong",4,2016
"156","Melbourne",2,780000,"SP","Other",2016-04-06,2.8,"3000",2,1,85,1997,-37.8095,144.9691,"Northern Metropolitan",17496,93,"28,353","Melbourne",4,2016
"157","Middle Park",2,535000,"S","hockingstuart",2016-04-06,4.1,"3206",1,1,58,1930,-37.8474,144.9625,"Southern Metropolitan",2019,80,"4,042","Port Phillip",4,2016
"158","Niddrie",2,457000,"S","Brad",2016-04-06,11.2,"3042",1,1,89,1975,-37.7467,144.8906,"Western Metropolitan",2291,61,"4,851","Moonee Valley",4,2016
"159","Niddrie",2,660000,"S","Barry",2016-04-06,11.2,"3042",2,1,113,2006,-37.7465,144.8868,"Western Metropolitan",2291,61,"4,851","Moonee Valley",4,2016
"160","North Melbourne",2,528500,"SP","Woodards",2016-04-06,2.3,"3051",1,1,74,1960,-37.7988,144.9475,"Northern Metropolitan",6821,87,"11,733","Melbourne",4,2016
"161","North Melbourne",2,585000,"SA","Edward",2016-04-06,2.3,"3051",1,1,76,1990,-37.802,144.951,"Northern Metropolitan",6821,87,"11,733","Melbourne",4,2016
"162","Port Melbourne",2,725000,"VB","Cayzer",2016-04-06,3.8,"3207",2,2,87,2010,-37.8431,144.9403,"Southern Metropolitan",8648,84,"14,520","Port Phillip",4,2016
"163","Port Melbourne",2,6e+05,"VB","Greg",2016-04-06,3.8,"3207",1,1,74,2005,-37.8424,144.9449,"Southern Metropolitan",8648,84,"14,520","Melbourne",4,2016
"164","Port Melbourne",1,5e+05,"S","Greg",2016-04-06,3.8,"3207",1,1,60,2006,-37.8416,144.939,"Southern Metropolitan",8648,84,"14,520","Port Phillip",4,2016
"165","Prahran",3,685000,"PI","hockingstuart",2016-04-06,4.5,"3181",2,1,92,1996,-37.8496,144.9905,"Southern Metropolitan",7717,87,"11,171","Stonnington",4,2016
"166","Prahran",3,710000,"S","Edward",2016-04-06,4.5,"3181",1,1,114,1900,-37.8516,144.9943,"Southern Metropolitan",7717,87,"11,171","Stonnington",4,2016
"167","Prahran",3,1400000,"S","hockingstuart",2016-04-06,4.5,"3181",2,2,136,1920,-37.847,144.9936,"Southern Metropolitan",7717,87,"11,171","Stonnington",4,2016
"168","South Melbourne",1,760500,"S","Marshall",2016-04-06,2.1,"3205",0,0,49,2001,-37.8353,144.96,"Southern Metropolitan",5943,92,"9,318","Port Phillip",4,2016
"169","South Melbourne",2,575000,"SP","Greg",2016-04-06,2.1,"3205",2,1,76,2001,-37.8311,144.9679,"Southern Metropolitan",5943,92,"9,318","Port Phillip",4,2016
"170","South Yarra",3,750000,"S","Marshall",2016-04-06,3.3,"3141",2,2,114.5,1970,-37.8453,144.9849,"Southern Metropolitan",14887,92,"19,186","Melbourne",4,2016
"171","South Yarra",2,650000,"PI","RT",2016-04-06,3.3,"3141",1,1,76,1986,-37.8344,144.9916,"Southern Metropolitan",14887,92,"19,186","Stonnington",4,2016
"172","South Yarra",2,775000,"SP","hockingstuart",2016-04-06,3.3,"3141",1,1,103,2000,-37.8394,144.9886,"Southern Metropolitan",14887,92,"19,186","Stonnington",4,2016
"173","South Yarra",2,572000,"SP","hockingstuart",2016-04-06,3.3,"3141",1,1,73,1960,-37.8368,144.9857,"Southern Metropolitan",14887,92,"19,186","Melbourne",4,2016
"174","South Yarra",1,450000,"SP","RT",2016-04-06,3.3,"3141",1,1,49,1970,-37.8421,144.9978,"Southern Metropolitan",14887,92,"19,186","Stonnington",4,2016
"175","South Yarra",1,510000,"S","Other",2016-04-06,3.3,"3141",1,1,49,2000,-37.8361,144.9966,"Southern Metropolitan",14887,92,"19,186","Stonnington",4,2016
"176","Southbank",2,590000,"S","Marshall",2016-04-06,1.2,"3006",1,1,75,2000,-37.8235,144.9655,"Southern Metropolitan",8400,91,"11,254","Melbourne",4,2016
"177","Southbank",3,868000,"SP","Greg",2016-04-06,1.2,"3006",2,1,114,1995,-37.8267,144.9687,"Southern Metropolitan",8400,91,"11,254","Melbourne",4,2016
"178","Southbank",2,530000,"VB","Greg",2016-04-06,1.2,"3006",1,1,84,2003,-37.8246,144.9632,"Southern Metropolitan",8400,91,"11,254","Melbourne",4,2016
"179","St Kilda",3,616000,"S","Other",2016-04-06,6.1,"3182",2,2,115,1995,-37.8573,144.9825,"Southern Metropolitan",13240,93,"17,802","Port Phillip",4,2016
"180","St Kilda",2,465000,"S","Marshall",2016-04-06,6.1,"3182",1,1,76,1960,-37.8676,144.9834,"Southern Metropolitan",13240,93,"17,802","Port Phillip",4,2016
"181","Templestowe Lower",3,641000,"S","Jellis",2016-04-06,13.8,"3107",1,2,114.5,1978,-37.7694,145.1082,"Eastern Metropolitan",5420,49,"13,206","Manningham",4,2016
"182","Toorak",2,701500,"S","Kay",2016-04-06,4.6,"3142",1,1,76,1951,-37.8384,145.0178,"Southern Metropolitan",7217,74,"12,832","Stonnington",4,2016
"183","Toorak",1,430000,"PI","Other",2016-04-06,4.6,"3142",1,1,49,1970,-37.8473,145.0053,"Southern Metropolitan",7217,74,"12,832","Stonnington",4,2016
"184","West Melbourne",1,460000,"PI","Nelson",2016-04-06,1.9,"3003",1,1,52,2000,-37.8076,144.9456,"Northern Metropolitan",2230,89,"3,758","Melbourne",4,2016
"185","Altona",3,730000,"SP","Barlow",2016-04-16,13.8,"3018",2,1,114.5,1989,-37.868,144.8287,"Western Metropolitan",5301,63,"9,916","Hobsons Bay",4,2016
"186","Armadale",1,324000,"S","Jellis",2016-04-16,6.3,"3143",1,1,49,1970,-37.8537,145.0114,"Southern Metropolitan",4836,74,"8,732","Stonnington",4,2016
"187","Ascot Vale",2,610000,"SP","Brad",2016-04-16,5.9,"3032",1,1,104,1995,-37.7791,144.914,"Western Metropolitan",6567,75,"13,503","Moonee Valley",4,2016
"188","Avondale Heights",3,665000,"S","Brad",2016-04-16,10.5,"3034",2,1,114.5,1995,-37.7644,144.8657,"Western Metropolitan",4502,59,"11,015","Moonee Valley",4,2016
"189","Balwyn",2,460000,"VB","Jellis",2016-04-16,9.7,"3103",1,1,79,1950,-37.8152,145.0839,"Southern Metropolitan",5682,72,"12,945","Boroondara",4,2016
"190","Brighton",2,8e+05,"VB","hockingstuart",2016-04-16,11.2,"3186",1,1,76,1970,-37.9164,145.0002,"Southern Metropolitan",10579,75,"21,267","Bayside",4,2016
"191","Brunswick East",2,510000,"S","Nelson",2016-04-16,4.5,"3057",1,1,76,2008,-37.7671,144.9746,"Northern Metropolitan",5533,83,"8,502","Moreland",4,2016
"192","Coburg",2,485000,"VB","Nelson",2016-04-16,7.8,"3058",2,1,96,1880,-37.7367,144.9701,"Northern Metropolitan",11204,71,"24,996","Moreland",4,2016
"193","Collingwood",3,1470000,"S","Nelson",2016-04-16,1.6,"3066",2,2,114.5,1970,-37.8037,144.9846,"Northern Metropolitan",4553,92,"6,490","Yarra",4,2016
"194","Elwood",2,686000,"S","hockingstuart",2016-04-16,7.7,"3184",1,1,76,1970,-37.8716,144.9869,"Southern Metropolitan",8989,84,"14,644","Port Phillip",4,2016
"195","Elwood",2,765000,"S","Marshall",2016-04-16,7.7,"3184",1,0,88,1940,-37.8809,144.9833,"Southern Metropolitan",8989,84,"14,644","Port Phillip",4,2016
"196","Elwood",2,560000,"PI","Jellis",2016-04-16,7.7,"3184",1,0,70,1930,-37.8751,144.987,"Southern Metropolitan",8989,84,"14,644","Port Phillip",4,2016
"197","Essendon",2,8e+05,"S","Other",2016-04-16,8,"3040",1,2,76,1975,-37.7498,144.9048,"Western Metropolitan",9264,71,"18,841","Moonee Valley",4,2016
"198","Essendon",1,280000,"SP","Other",2016-04-16,8,"3040",1,1,49,1960,-37.7475,144.9194,"Western Metropolitan",9264,71,"18,841","Moonee Valley",4,2016
"199","Essendon",2,446000,"S","Nelson",2016-04-16,8,"3040",1,1,76,1975,-37.7534,144.9242,"Western Metropolitan",9264,71,"18,841","Moonee Valley",4,2016
"200","Footscray",2,615000,"S","Sweeney",2016-04-16,6.4,"3011",1,3,76,1960,-37.7975,144.8855,"Western Metropolitan",7570,78,"13,203","Maribyrnong",4,2016
"201","Footscray",1,375000,"S","Biggin",2016-04-16,6.4,"3011",1,1,50,1920,-37.8006,144.881,"Western Metropolitan",7570,78,"13,203","Maribyrnong",4,2016
"202","Hawthorn East",3,735000,"S","Noel",2016-04-16,7.5,"3123",1,1,95,1970,-37.8414,145.0505,"Southern Metropolitan",6482,83,"13,113","Boroondara",4,2016
"203","Heidelberg West",2,360000,"SP","Miles",2016-04-16,9.4,"3081",1,1,85,1970,-37.7444,145.047,"Eastern Metropolitan",2674,68,"5,335","Banyule",4,2016
"204","Hughesdale",2,455000,"S","Fletchers",2016-04-16,13,"3166",1,2,60,1960,-37.8942,145.0867,"Southern Metropolitan",3145,74,"7,062","Monash",4,2016
"205","Ivanhoe",2,460000,"VB","Fletchers",2016-04-16,7.9,"3079",0,0,76,1970,-37.7662,145.0516,"Eastern Metropolitan",5549,71,"11,038","Banyule",4,2016
"206","Ivanhoe",1,420000,"SP","Miles",2016-04-16,7.9,"3079",1,1,49,1970,-37.7772,145.0414,"Eastern Metropolitan",5549,71,"11,038","Banyule",4,2016
"207","Jacana",2,280000,"PI","Raine",2016-04-16,14.5,"3047",1,1,76,1975,-37.6859,144.9164,"Northern Metropolitan",851,62,"1,935","Hume",4,2016
"208","Maidstone",2,349000,"PI","hockingstuart",2016-04-16,9.2,"3012",1,1,69,2011,-37.7795,144.8729,"Western Metropolitan",3873,62,"7,768","Maribyrnong",4,2016
"209","Maribyrnong",2,488000,"S","Barry",2016-04-16,8.7,"3032",2,2,76,2002,-37.7752,144.8925,"Western Metropolitan",4918,70,"10,135","Maribyrnong",4,2016
"210","Middle Park",2,7e+05,"SP","Greg",2016-04-16,4.1,"3206",1,1,67,1970,-37.8556,144.9669,"Southern Metropolitan",2019,80,"4,042","Port Phillip",4,2016
"211","North Melbourne",2,440000,"PI","hockingstuart",2016-04-16,2.3,"3051",1,1,76,1960,-37.8004,144.9465,"Northern Metropolitan",6821,87,"11,733","Melbourne",4,2016
"212","North Melbourne",2,606000,"S","Nelson",2016-04-16,2.3,"3051",1,2,84,2000,-37.8022,144.9439,"Northern Metropolitan",6821,87,"11,733","Melbourne",4,2016
"213","Ormond",1,260000,"SP","Thomson",2016-04-16,11.8,"3204",1,1,49,1970,-37.9038,145.0454,"Southern Metropolitan",3578,72,"7,707","Glen Eira",4,2016
"214","Pascoe Vale",3,515000,"SP","hockingstuart",2016-04-16,9.9,"3044",1,2,114.5,1984,-37.7305,144.9397,"Northern Metropolitan",7485,59,"14,871","Moreland",4,2016
"215","Prahran",2,615000,"SA","Biggin",2016-04-16,4.5,"3181",1,1,76,1965,-37.8529,145.0098,"Southern Metropolitan",7717,87,"11,171","Stonnington",4,2016
"216","Prahran",2,530000,"VB","Jellis",2016-04-16,4.5,"3181",1,1,76,1888,-37.851,144.988,"Southern Metropolitan",7717,87,"11,171","Stonnington",4,2016
"217","Reservoir",2,390000,"VB","Nelson",2016-04-16,11.2,"3073",1,1,74,1980,-37.7261,144.9961,"Northern Metropolitan",21650,60,"47,517","Darebin",4,2016
"218","Reservoir",2,323000,"S","Nelson",2016-04-16,11.2,"3073",1,1,65,1960,-37.7093,145.0084,"Northern Metropolitan",21650,60,"47,517","Darebin",4,2016
"219","Reservoir",2,376000,"S","Ray",2016-04-16,11.2,"3073",1,1,77,1970,-37.7104,145.0076,"Northern Metropolitan",21650,60,"47,517","Darebin",4,2016
"220","Richmond",2,638000,"S","Biggin",2016-04-16,2.6,"3121",2,1,77,2008,-37.822,145.0104,"Northern Metropolitan",14949,90,"23,838","Yarra",4,2016
"221","South Melbourne",2,1500000,"VB","Greg",2016-04-16,2.1,"3205",2,2,76,2004,-37.8369,144.968,"Southern Metropolitan",5943,92,"9,318","Port Phillip",4,2016
"222","South Yarra",2,515000,"VB","Harrington",2016-04-16,3.3,"3141",1,1,65,2013,-37.8433,144.9962,"Southern Metropolitan",14887,92,"19,186","Stonnington",4,2016
"223","Southbank",1,425000,"VB","Greg",2016-04-16,1.2,"3006",1,1,57,2004,-37.8245,144.9622,"Southern Metropolitan",8400,91,"11,254","Melbourne",4,2016
"224","St Kilda",2,503500,"S","Buxton",2016-04-16,6.1,"3182",1,1,72,1940,-37.8594,144.9828,"Southern Metropolitan",13240,93,"17,802","Port Phillip",4,2016
"225","St Kilda",2,580000,"PI","McGrath",2016-04-16,6.1,"3182",1,0,95,1930,-37.8617,144.9796,"Southern Metropolitan",13240,93,"17,802","Port Phillip",4,2016
"226","Surrey Hills",2,550000,"SP","Jellis",2016-04-16,11.2,"3127",1,1,76,1970,-37.8291,145.1015,"Southern Metropolitan",5457,66,"13,143","Whitehorse",4,2016
"227","Thornbury",2,505000,"S","Jellis",2016-04-16,6.5,"3071",1,0,80,1980,-37.7591,145.0211,"Northern Metropolitan",8870,77,"17,473","Darebin",4,2016
"228","Yarraville",1,345000,"S","Other",2016-04-16,7,"3013",1,1,47,1970,-37.8111,144.887,"Western Metropolitan",6543,77,"13,811","Maribyrnong",4,2016
"229","Altona",3,577000,"S","Williams",2016-04-23,13.8,"3018",2,1,113,2007,-37.8684,144.815,"Western Metropolitan",5301,63,"9,916","Hobsons Bay",4,2016
"230","Balwyn North",2,735000,"S","Other",2016-04-23,9.2,"3104",1,1,76,1970,-37.7953,145.0712,"Southern Metropolitan",7809,61,"20,345","Boroondara",4,2016
"231","Box Hill",2,4e+05,"VB","Ray",2016-04-23,13.1,"3128",1,1,76,1970,-37.8248,145.1215,"Eastern Metropolitan",4605,72,"9,706","Whitehorse",4,2016
"232","Canterbury",2,690500,"SP","Fletchers",2016-04-23,9,"3126",1,1,76,1962,-37.8257,145.0856,"Southern Metropolitan",3265,72,"7,856","Boroondara",4,2016
"233","Doncaster",2,452000,"S","Other",2016-04-23,13.9,"3108",1,1,68,1975,-37.7887,145.1436,"Eastern Metropolitan",9028,58,"18,372","Manningham",4,2016
"234","Eaglemont",2,6e+05,"SP","Miles",2016-04-23,10.3,"3084",1,1,95,1970,-37.7669,145.0521,"Eastern Metropolitan",1651,64,"3,915","Banyule",4,2016
"235","Essendon",2,736000,"S","Nelson",2016-04-23,8,"3040",1,1,106,1940,-37.7412,144.8974,"Western Metropolitan",9264,71,"18,841","Moonee Valley",4,2016
"236","Fitzroy",2,660000,"SP","hockingstuart",2016-04-23,1.6,"3065",2,0,76,2007,-37.8035,144.9826,"Northern Metropolitan",5825,96,"9,420","Yarra",4,2016
"237","Hawthorn",2,665000,"S","Jellis",2016-04-23,4.6,"3122",1,3,70,1965,-37.8183,145.0194,"Southern Metropolitan",11308,85,"21,138","Boroondara",4,2016
"238","Hawthorn East",2,655250,"SP","Marshall",2016-04-23,7.5,"3123",1,1,69,1970,-37.8227,145.0528,"Southern Metropolitan",6482,83,"13,113","Boroondara",4,2016
"239","Heidelberg Heights",2,450000,"SP","Miles",2016-04-23,10.5,"3081",1,1,82,1989,-37.7359,145.0563,"Eastern Metropolitan",2947,64,"6,410","Banyule",4,2016
"240","Kensington",2,395000,"PI","Nelson",2016-04-23,4.2,"3031",1,1,80,2002,-37.7899,144.9231,"Northern Metropolitan",5263,82,"9,689","Melbourne",4,2016
"241","Kensington",2,460000,"SP","Rendina",2016-04-23,4.2,"3031",1,1,84,2010,-37.7948,144.9314,"Northern Metropolitan",5263,82,"9,689","Melbourne",4,2016
"242","Kew",2,551000,"S","Jellis",2016-04-23,5.6,"3101",1,2,86,1992,-37.7925,145.0263,"Southern Metropolitan",10331,71,"23,871","Boroondara",4,2016
"243","Maidstone",2,360000,"PI","Other",2016-04-23,9.2,"3012",2,1,90,2011,-37.7776,144.8723,"Western Metropolitan",3873,62,"7,768","Maribyrnong",4,2016
"244","Malvern East",1,3e+05,"PI","Other",2016-04-23,11.2,"3145",1,1,42,2013,-37.8764,145.0463,"Southern Metropolitan",8801,77,"20,028","Stonnington",4,2016
"245","Melbourne",1,436000,"S","RT",2016-04-23,2.8,"3000",1,0,49,2002,-37.8159,144.972,"Northern Metropolitan",17496,93,"28,353","Melbourne",4,2016
"246","Northcote",1,370000,"PI","hockingstuart",2016-04-23,5.5,"3070",1,1,49,1975,-37.7635,144.9934,"Northern Metropolitan",11364,82,"22,914","Darebin",4,2016
"247","Ormond",3,940000,"PI","Buxton",2016-04-23,11.8,"3204",2,1,137,1998,-37.9061,145.0478,"Southern Metropolitan",3578,72,"7,707","Glen Eira",4,2016
"248","Prahran",2,510000,"PI","hockingstuart",2016-04-23,4.5,"3181",1,1,76,1999,-37.8513,144.9943,"Southern Metropolitan",7717,87,"11,171","Stonnington",4,2016
"249","Reservoir",2,525000,"S","Harcourts",2016-04-23,11.2,"3073",1,2,76,2014,-37.705,145.0152,"Northern Metropolitan",21650,60,"47,517","Darebin",4,2016
"250","South Melbourne",1,480000,"S","hockingstuart",2016-04-23,2.1,"3205",1,1,49,2004,-37.8369,144.968,"Southern Metropolitan",5943,92,"9,318","Port Phillip",4,2016
"251","South Yarra",1,310000,"SP","hockingstuart",2016-04-23,3.3,"3141",1,1,37,1970,-37.8319,144.9876,"Southern Metropolitan",14887,92,"19,186","Melbourne",4,2016
"252","Southbank",2,690000,"S","Greg",2016-04-23,1.2,"3006",3,1,76,2013,-37.8295,144.9692,"Southern Metropolitan",8400,91,"11,254","Melbourne",4,2016
"253","St Kilda",2,535000,"S","Greg",2016-04-23,6.1,"3182",1,1,70,1930,-37.8614,144.9793,"Southern Metropolitan",13240,93,"17,802","Port Phillip",4,2016
"254","Abbotsford",1,441000,"SP","Greg",2016-05-14,2.5,"3067",1,1,49,2009,-37.8016,144.9988,"Northern Metropolitan",4019,84,"4,922","Yarra",5,2016
"255","Altona",2,620000,"SP","hockingstuart",2016-05-14,13.8,"3018",1,1,76,1989,-37.8676,144.8202,"Western Metropolitan",5301,63,"9,916","Hobsons Bay",5,2016
"256","Armadale",1,390000,"S","Jellis",2016-05-14,6.3,"3143",1,0,49,1970,-37.8614,145.0222,"Southern Metropolitan",4836,74,"8,732","Stonnington",5,2016
"257","Ashwood",2,690000,"S","Ray",2016-05-14,12.2,"3147",1,1,90,2003,-37.8711,145.1017,"Southern Metropolitan",2894,63,"6,091","Monash",5,2016
"258","Brighton",3,826000,"S","Biggin",2016-05-14,11.2,"3186",1,2,114.5,1970,-37.8958,144.9994,"Southern Metropolitan",10579,75,"21,267","Bayside",5,2016
"259","Brighton",2,9e+05,"S","Nick",2016-05-14,11.2,"3186",2,1,76,1970,-37.914,144.9914,"Southern Metropolitan",10579,75,"21,267","Bayside",5,2016
"260","Camberwell",3,591000,"PI","Jellis",2016-05-14,7.8,"3124",1,1,89,1960,-37.8255,145.0592,"Southern Metropolitan",8920,66,"20,022","Boroondara",5,2016
"261","Carlton",2,480000,"VB","Jellis",2016-05-14,1.8,"3053",1,1,76,2012,-37.7939,144.9663,"Northern Metropolitan",6786,97,"13,505","Melbourne",5,2016
"262","Carlton",2,5e+05,"S","Harrington",2016-05-14,1.8,"3053",2,1,65,2010,-37.7929,144.9705,"Northern Metropolitan",6786,97,"13,505","Melbourne",5,2016
"263","Collingwood",2,865000,"PI","Biggin",2016-05-14,1.6,"3066",2,1,76,1970,-37.8035,144.985,"Northern Metropolitan",4553,92,"6,490","Yarra",5,2016
"264","Eaglemont",2,525000,"S","Miles",2016-05-14,10.3,"3084",1,1,70,1970,-37.7612,145.0663,"Eastern Metropolitan",1651,64,"3,915","Banyule",5,2016
"265","Essendon",2,460000,"S","Nelson",2016-05-14,8,"3040",1,1,72,1960,-37.7545,144.8964,"Western Metropolitan",9264,71,"18,841","Moonee Valley",5,2016
"266","Essendon North",2,450000,"SP","Barry",2016-05-14,9.4,"3041",1,1,59,1960,-37.7389,144.8998,"Western Metropolitan",1308,74,"2,292","Moonee Valley",5,2016
"267","Other",2,393000,"SP","Biggin",2016-05-14,9.8,"3185",1,1,65,1970,-37.8971,145.0093,"Southern Metropolitan",534,73,"958","Glen Eira",5,2016
"268","Glen Iris",2,480000,"SP","Jellis",2016-05-14,9.2,"3146",1,1,76,1960,-37.8559,145.049,"Southern Metropolitan",10412,65,"24,992","Stonnington",5,2016
"269","Hampton",2,742000,"S","hockingstuart",2016-05-14,13.7,"3188",3,2,76,1970,-37.9442,145.0016,"Southern Metropolitan",5454,69,"12,459","Bayside",5,2016
"270","Hawthorn",2,517000,"S","Jellis",2016-05-14,4.6,"3122",1,1,76,1970,-37.8261,145.0254,"Southern Metropolitan",11308,85,"21,138","Boroondara",5,2016
"271","Ivanhoe",2,465000,"S","Barry",2016-05-14,7.9,"3079",1,1,76,1970,-37.7744,145.0415,"Eastern Metropolitan",5549,71,"11,038","Banyule",5,2016
"272","Keilor East",3,470000,"SP","Brad",2016-05-14,12.8,"3033",1,1,114.5,2000,-37.748,144.863,"Western Metropolitan",5629,55,"13,234","Moonee Valley",5,2016
"273","Keilor East",3,560000,"S","Moonee",2016-05-14,12.8,"3033",1,2,102,2000,-37.7459,144.8673,"Western Metropolitan",5629,55,"13,234","Moonee Valley",5,2016
"274","Kew",2,525000,"PI","Fletchers",2016-05-14,5.6,"3101",1,1,76,1966,-37.8054,145.0373,"Southern Metropolitan",10331,71,"23,871","Boroondara",5,2016
"275","Kew",2,478000,"S","Fletchers",2016-05-14,5.6,"3101",1,1,51,1970,-37.7997,145.0304,"Southern Metropolitan",10331,71,"23,871","Boroondara",5,2016
"276","Malvern East",2,370000,"VB","hockingstuart",2016-05-14,11.2,"3145",1,1,76,1965,-37.8801,145.0874,"Southern Metropolitan",8801,77,"20,028","Stonnington",5,2016
"277","Moonee Ponds",2,330000,"VB","Brad",2016-05-14,6.9,"3039",1,1,39,2014,-37.7715,144.916,"Western Metropolitan",6232,75,"13,507","Moonee Valley",5,2016
"278","Niddrie",3,6e+05,"SP","Barry",2016-05-14,11.2,"3042",2,1,114.5,2010,-37.7479,144.8868,"Western Metropolitan",2291,61,"4,851","Moonee Valley",5,2016
"279","Northcote",1,312000,"S","Harcourts",2016-05-14,5.5,"3070",1,1,39,1960,-37.7783,144.9954,"Northern Metropolitan",11364,82,"22,914","Darebin",5,2016
"280","Northcote",1,320000,"PI","Barry",2016-05-14,5.5,"3070",1,0,49,1975,-37.7827,144.9999,"Northern Metropolitan",11364,82,"22,914","Darebin",5,2016
"281","Pascoe Vale",2,488000,"S","Nelson",2016-05-14,9.9,"3044",1,2,84,2001,-37.7283,144.9331,"Northern Metropolitan",7485,59,"14,871","Moreland",5,2016
"282","Prahran",2,473000,"S","Jellis",2016-05-14,4.5,"3181",1,1,76,1965,-37.8559,145.006,"Southern Metropolitan",7717,87,"11,171","Stonnington",5,2016
"283","Preston",2,485000,"S","Nelson",2016-05-14,8.8,"3072",1,1,73,1965,-37.7514,145.0118,"Northern Metropolitan",14577,73,"29,893","Darebin",5,2016
"284","Reservoir",2,360000,"S","Stockdale",2016-05-14,11.2,"3073",1,1,65,2010,-37.708,145.0223,"Northern Metropolitan",21650,60,"47,517","Darebin",5,2016
"285","Richmond",3,760000,"SP","Nelson",2016-05-14,2.6,"3121",2,1,120,2005,-37.8331,144.9975,"Northern Metropolitan",14949,90,"23,838","Yarra",5,2016
"286","Richmond",1,390000,"S","LITTLE",2016-05-14,2.6,"3121",1,1,40,2011,-37.8195,145.0103,"Northern Metropolitan",14949,90,"23,838","Yarra",5,2016
"287","Richmond",2,640000,"SP","Jellis",2016-05-14,2.6,"3121",1,2,69,2000,-37.8173,144.9965,"Northern Metropolitan",14949,90,"23,838","Yarra",5,2016
"288","Rosanna",2,633000,"S","Miles",2016-05-14,11.4,"3084",1,1,76,1990,-37.7417,145.0613,"Eastern Metropolitan",3540,62,"7,892","Banyule",5,2016
"289","Rosanna",3,6e+05,"S","Miles",2016-05-14,11.4,"3084",2,2,114.5,2010,-37.7415,145.0726,"Eastern Metropolitan",3540,62,"7,892","Banyule",5,2016
"290","South Melbourne",2,612000,"S","Greg",2016-05-14,2.1,"3205",1,1,76,2001,-37.8346,144.9673,"Southern Metropolitan",5943,92,"9,318","Port Phillip",5,2016
"291","South Yarra",1,330000,"VB","Jellis",2016-05-14,3.3,"3141",1,1,47,1970,-37.8437,144.9904,"Southern Metropolitan",14887,92,"19,186","Stonnington",5,2016
"292","South Yarra",2,450000,"VB","hockingstuart",2016-05-14,3.3,"3141",1,1,76,1970,-37.8374,144.9871,"Southern Metropolitan",14887,92,"19,186","Stonnington",5,2016
