"","Suburb","Type","Rooms","Price","Method","SellerG","Date","Distance","Postcode","Bathroom","Car","Landsize","BuildingArea","YearBuilt","Lattitude","Longtitude","Regionname","Propertycount","CouncilArea","Month","Year"
"158","Reservoir","u",2,415000,"PI","Ray",2016-03-09,11.2,"3073",1,1,189,84,2012,-37.708,145.0181,"Northern Metropolitan",21650,"Darebin",3,2016
"159","Richmond","t",3,1236000,"S","Jellis",2016-03-09,2.6,"3121",2,1,675,135,2004,-37.8206,145.0003,"Northern Metropolitan",14949,"Yarra",3,2016
"160","Richmond","h",3,1260000,"S","Biggin",2016-03-09,2.6,"3121",1,0,203,81,1900,-37.8166,144.9945,"Northern Metropolitan",14949,"Yarra",3,2016
"161","Richmond","u",2,540000,"PI","LITTLE",2016-03-09,2.6,"3121",2,1,656,76,2005,-37.8195,145.0103,"Northern Metropolitan",14949,"Yarra",3,2016
"162","Richmond","u",1,5e+05,"SP","Other",2016-03-09,2.6,"3121",1,1,0,49,2005,-37.8226,145.013,"Northern Metropolitan",14949,"Yarra",3,2016
"163","Richmond","u",2,582000,"S","Biggin",2016-03-09,2.6,"3121",1,1,0,75,2001,-37.824,144.9918,"Northern Metropolitan",14949,"Yarra",3,2016
"164","Richmond","u",2,795250,"S","hockingstuart",2016-03-09,2.6,"3121",1,2,0,85,1997,-37.8164,145.0136,"Northern Metropolitan",14949,"Yarra",3,2016
"165","Richmond","h",2,937000,"S","Biggin",2016-03-09,2.6,"3121",1,1,125,103,1950,-37.8106,144.994,"Northern Metropolitan",14949,"Yarra",3,2016
"166","Rosanna","h",5,1101500,"S","Nelson",2016-03-09,11.4,"3084",2,1,629,207,1960,-37.7395,145.0773,"Eastern Metropolitan",3540,"Banyule",3,2016
"167","Seddon","h",3,1145000,"S","Burnham",2016-03-09,6.6,"3011",1,1,350,116,1890,-37.8094,144.8869,"Western Metropolitan",2417,"Maribyrnong",3,2016
"168","South Melbourne","h",3,1600000,"SP","Marshall",2016-03-09,2.1,"3205",2,1,88,93,1890,-37.8363,144.9628,"Southern Metropolitan",5943,"Port Phillip",3,2016
"169","South Melbourne","u",2,593000,"S","Dingle",2016-03-09,2.1,"3205",2,1,0,83,2012,-37.8341,144.9713,"Southern Metropolitan",5943,"Port Phillip",3,2016
"170","South Yarra","u",2,475000,"PI","Buxton",2016-03-09,3.3,"3141",1,0,0,76,1970,-37.8391,144.9984,"Southern Metropolitan",14887,"Stonnington",3,2016
"171","South Yarra","u",2,930000,"S","hockingstuart",2016-03-09,3.3,"3141",2,2,0,76,2000,-37.8361,144.9966,"Southern Metropolitan",14887,"Stonnington",3,2016
"172","South Yarra","u",1,467500,"SP","McGrath",2016-03-09,3.3,"3141",1,1,0,49,1970,-37.8363,145.0003,"Southern Metropolitan",14887,"Stonnington",3,2016
"173","South Yarra","u",1,430000,"S","hockingstuart",2016-03-09,3.3,"3141",1,1,0,49,1970,-37.8351,144.9909,"Southern Metropolitan",14887,"Stonnington",3,2016
"174","South Yarra","u",2,722000,"SP","Jellis",2016-03-09,3.3,"3141",1,1,0,86,2003,-37.8393,144.9886,"Southern Metropolitan",14887,"Stonnington",3,2016
"175","Southbank","u",3,720000,"S","Other",2016-03-09,1.2,"3006",1,1,0,106,1993,-37.8235,144.9655,"Southern Metropolitan",8400,"Melbourne",3,2016
"176","Spotswood","h",3,1040000,"S","hockingstuart",2016-03-09,7.7,"3015",1,3,690,130,1950,-37.8272,144.8789,"Western Metropolitan",1223,"Hobsons Bay",3,2016
"177","St Kilda","u",2,509000,"S","hockingstuart",2016-03-09,6.1,"3182",1,1,0,76,1970,-37.8679,144.9813,"Southern Metropolitan",13240,"Port Phillip",3,2016
"178","St Kilda","u",1,380000,"PI","McGrath",2016-03-09,6.1,"3182",1,1,0,50,1960,-37.8656,144.9782,"Southern Metropolitan",13240,"Port Phillip",3,2016
"179","Strathmore","h",3,905000,"S","Considine",2016-03-09,9.7,"3041",2,2,662,130,1970,-37.7356,144.9242,"Western Metropolitan",3284,"Moonee Valley",3,2016
"180","Strathmore","h",4,1052000,"S","Considine",2016-03-09,9.7,"3041",2,2,699,190,1970,-37.7207,144.9073,"Western Metropolitan",3284,"Moonee Valley",3,2016
"181","Sunshine","u",2,260000,"PI","Douglas",2016-03-09,12.6,"3020",1,1,79,76,1970,-37.7952,144.8262,"Western Metropolitan",3755,"Brimbank",3,2016
"182","Sunshine North","h",4,716000,"S","Barry",2016-03-09,13.3,"3020",1,1,683,190,1960,-37.7694,144.8321,"Western Metropolitan",4217,"Brimbank",3,2016
"183","Sunshine West","h",3,496000,"S","Barry",2016-03-09,13.5,"3020",1,2,780,130,1970,-37.8004,144.8105,"Western Metropolitan",6763,"Brimbank",3,2016
"184","Surrey Hills","h",4,2128000,"S","Fletchers",2016-03-09,11.2,"3127",3,2,771,312,2000,-37.8239,145.0969,"Southern Metropolitan",5457,"Boroondara",3,2016
"185","Surrey Hills","h",3,2009000,"S","Noel",2016-03-09,11.2,"3127",1,2,843,130,1930,-37.822,145.0897,"Southern Metropolitan",5457,"Boroondara",3,2016
"186","Surrey Hills","h",4,2440000,"S","Marshall",2016-03-09,11.2,"3127",3,2,596,264,1930,-37.8154,145.0927,"Southern Metropolitan",5457,"Boroondara",3,2016
"187","Surrey Hills","t",3,1110000,"S","Fletchers",2016-03-09,11.2,"3127",2,2,401,129,1970,-37.8332,145.1105,"Southern Metropolitan",5457,"Whitehorse",3,2016
"188","Surrey Hills","h",5,2200000,"VB","RT",2016-03-09,11.2,"3127",3,2,735,235,1920,-37.8175,145.0987,"Southern Metropolitan",5457,"Boroondara",3,2016
"189","Templestowe Lower","h",3,1150000,"S","Ray",2016-03-09,13.8,"3107",2,2,649,130,1970,-37.7642,145.1157,"Eastern Metropolitan",5420,"Manningham",3,2016
"190","Templestowe Lower","h",4,1201000,"SP","Other",2016-03-09,13.8,"3107",2,2,657,221,1978,-37.7624,145.1175,"Eastern Metropolitan",5420,"Manningham",3,2016
"191","Thornbury","u",3,510000,"VB","Jellis",2016-03-09,6.5,"3071",1,1,0,114.5,1970,-37.7591,145.0211,"Northern Metropolitan",8870,"Darebin",3,2016
"192","Viewbank","h",3,960000,"S","Miles",2016-03-09,13.8,"3084",2,2,656,183,1990,-37.7322,145.0995,"Eastern Metropolitan",2698,"Banyule",3,2016
"193","Viewbank","h",4,910000,"S","Miles",2016-03-09,13.8,"3084",2,2,626,190,1972,-37.735,145.0921,"Eastern Metropolitan",2698,"Banyule",3,2016
"194","West Melbourne","t",3,1010000,"S","Jellis",2016-03-09,1.9,"3003",3,2,0,132,1940,-37.8048,144.9424,"Northern Metropolitan",2230,"Melbourne",3,2016
"195","Williamstown","h",4,1400000,"S","Other",2016-03-09,8,"3016",2,1,320,160,1950,-37.8613,144.8988,"Western Metropolitan",6380,"Hobsons Bay",3,2016
"196","Williamstown","h",3,1535000,"S","Greg",2016-03-09,8,"3016",1,1,507,186,1910,-37.8681,144.8994,"Western Metropolitan",6380,"Hobsons Bay",3,2016
"197","Williamstown","h",4,1325000,"S","hockingstuart",2016-03-09,8,"3016",2,1,452,190,1977,-37.855,144.8905,"Western Metropolitan",6380,"Hobsons Bay",3,2016
"198","Other","t",2,5e+05,"VB","Village",2016-03-09,8.9,"3016",1,1,53,100,2001,-37.8563,144.8782,"Western Metropolitan",802,"Hobsons Bay",3,2016
"199","Windsor","u",2,580000,"VB","Jellis",2016-03-09,5.1,"3181",2,1,0,78,2012,-37.8558,144.9903,"Southern Metropolitan",4380,"Port Phillip",3,2016
"200","Yallambie","h",4,7e+05,"S","Barry",2016-03-09,15,"Other",1,1,530,190,1978,-37.7251,145.1053,"Northern Metropolitan",1369,"Banyule",3,2016
"201","Yarraville","h",3,1e+06,"S","Jas",2016-03-09,7,"3013",2,1,448,147,1940,-37.8228,144.8799,"Western Metropolitan",6543,"Maribyrnong",3,2016
"202","Yarraville","h",2,760000,"SP","Jas",2016-03-09,7,"3013",1,1,134,96,1940,-37.8176,144.8911,"Western Metropolitan",6543,"Maribyrnong",3,2016
"203","Yarraville","h",3,1165000,"S","Village",2016-03-09,7,"3013",1,0,191,105,1910,-37.8175,144.8879,"Western Metropolitan",6543,"Maribyrnong",3,2016
"204","Yarraville","h",2,890000,"SP","Village",2016-03-09,7,"3013",1,2,471,103,1950,-37.8149,144.8707,"Western Metropolitan",6543,"Maribyrnong",3,2016
"205","Abbotsford","h",2,1480000,"S","Biggin",2016-03-12,2.5,"3067",1,1,202,96,1900,-37.7996,144.9984,"Northern Metropolitan",4019,"Yarra",3,2016
"206","Aberfeldie","u",1,380000,"S","Nelson",2016-03-12,9.1,"3040",1,1,0,39,1990,-37.7561,144.9028,"Western Metropolitan",1543,"Moonee Valley",3,2016
"207","Airport West","h",3,730000,"VB","Nelson",2016-03-12,13.5,"3042",2,1,0,145,1965,-37.7203,144.8755,"Western Metropolitan",3464,"Moonee Valley",3,2016
"208","Altona","h",5,1525000,"S","Greg",2016-03-12,13.8,"3018",3,3,729,268,2005,-37.8721,144.8105,"Western Metropolitan",5301,"Hobsons Bay",3,2016
"209","Armadale","h",3,1939000,"S","Jellis",2016-03-12,6.3,"3143",2,2,296,150,1889,-37.8614,145.0274,"Southern Metropolitan",4836,"Stonnington",3,2016
"210","Armadale","u",3,995000,"S","Marshall",2016-03-12,6.3,"3143",2,2,0,100,1998,-37.8552,145.016,"Southern Metropolitan",4836,"Stonnington",3,2016
"211","Armadale","u",2,550000,"VB","Noel",2016-03-12,6.3,"3143",1,0,861,76,1970,-37.8539,145.0284,"Southern Metropolitan",4836,"Stonnington",3,2016
"212","Armadale","u",1,421500,"S","Biggin",2016-03-12,6.3,"3143",1,0,0,49,1970,-37.853,145.0167,"Southern Metropolitan",4836,"Stonnington",3,2016
"213","Armadale","t",3,1205000,"S","Jellis",2016-03-12,6.3,"3143",2,2,101,105,2000,-37.854,145.0135,"Southern Metropolitan",4836,"Stonnington",3,2016
"214","Ascot Vale","h",3,940000,"S","Nelson",2016-03-12,5.9,"3032",1,2,298,108,1920,-37.7777,144.9195,"Western Metropolitan",6567,"Moonee Valley",3,2016
"215","Ascot Vale","u",2,467000,"SP","Brad",2016-03-12,5.9,"3032",1,1,0,62,1980,-37.7761,144.9201,"Western Metropolitan",6567,"Moonee Valley",3,2016
"216","Ashburton","t",3,955000,"S","Buxton",2016-03-12,11,"3147",2,2,203,135,2007,-37.8655,145.0807,"Southern Metropolitan",3052,"Boroondara",3,2016
"217","Ashburton","t",3,2050000,"S","Fletchers",2016-03-12,11,"3147",3,4,310,315,2014,-37.874,145.0714,"Southern Metropolitan",3052,"Boroondara",3,2016
"218","Ashburton","h",3,1670000,"S","Jellis",2016-03-12,11,"3147",2,2,599,220,1930,-37.8673,145.0688,"Southern Metropolitan",3052,"Boroondara",3,2016
"219","Ashwood","h",3,1250000,"S","Woodards",2016-03-12,12.2,"3147",1,1,842,130,1958,-37.867,145.1092,"Southern Metropolitan",2894,"Monash",3,2016
"220","Avondale Heights","t",3,851000,"S","Nelson",2016-03-12,10.5,"3034",3,1,557,181,2017,-37.77,144.8572,"Western Metropolitan",4502,"Moonee Valley",3,2016
"221","Balaclava","u",2,410000,"PI","hockingstuart",2016-03-12,6.6,"3183",1,2,0,61,1965,-37.8731,144.9958,"Southern Metropolitan",2952,"Port Phillip",3,2016
"222","Balwyn","h",3,2200000,"S","Other",2016-03-12,9.7,"3103",3,2,651,266,1970,-37.8085,145.0764,"Southern Metropolitan",5682,"Boroondara",3,2016
"223","Balwyn","h",4,2400000,"VB","RW",2016-03-12,9.7,"3103",2,2,744,226,1985,-37.8147,145.0748,"Southern Metropolitan",5682,"Boroondara",3,2016
"224","Balwyn","h",2,1215000,"S","Jellis",2016-03-12,9.7,"3103",2,2,0,96,1970,-37.8134,145.0972,"Southern Metropolitan",5682,"Boroondara",3,2016
"225","Balwyn","u",3,1070000,"SA","Philip",2016-03-12,9.7,"3103",2,2,206,112,1998,-37.8161,145.0812,"Southern Metropolitan",5682,"Boroondara",3,2016
"226","Balwyn","u",2,806000,"S","Noel",2016-03-12,9.7,"3103",1,1,122,97,1977,-37.8124,145.0916,"Southern Metropolitan",5682,"Boroondara",3,2016
"227","Balwyn North","h",4,2205000,"PI","RW",2016-03-12,9.2,"3104",2,2,750,214,1950,-37.7906,145.0788,"Southern Metropolitan",7809,"Boroondara",3,2016
"228","Balwyn North","h",4,1900000,"VB","Fletchers",2016-03-12,9.2,"3104",2,2,642,215,1955,-37.7988,145.0726,"Southern Metropolitan",7809,"Boroondara",3,2016
"229","Balwyn North","h",3,2251000,"S","Marshall",2016-03-12,9.2,"3104",1,2,888,137,1950,-37.8002,145.0949,"Southern Metropolitan",7809,"Boroondara",3,2016
"230","Balwyn North","h",4,1905000,"S","Noel",2016-03-12,9.2,"3104",2,2,647,185,1955,-37.7917,145.0868,"Southern Metropolitan",7809,"Boroondara",3,2016
"231","Balwyn North","h",3,1265000,"S","hockingstuart",2016-03-12,9.2,"3104",2,1,347,160,2011,-37.7947,145.1035,"Southern Metropolitan",7809,"Boroondara",3,2016
"232","Bentleigh","h",3,1425000,"S","Buxton",2016-03-12,13,"3204",2,2,613,143,1960,-37.9311,145.0428,"Southern Metropolitan",6795,"Glen Eira",3,2016
"233","Bentleigh","t",2,851000,"S","hockingstuart",2016-03-12,13,"3204",1,1,140,250,1970,-37.9204,145.0443,"Southern Metropolitan",6795,"Glen Eira",3,2016
"234","Bentleigh","h",2,1550000,"S","Woodards",2016-03-12,13,"3204",1,4,730,96,1950,-37.9207,145.0479,"Southern Metropolitan",6795,"Glen Eira",3,2016
"235","Bentleigh","h",4,1420000,"S","Woodards",2016-03-12,13,"3204",1,4,786,190,1950,-37.9305,145.0449,"Southern Metropolitan",6795,"Glen Eira",3,2016
"236","Bentleigh East","h",3,1206000,"S","C21",2016-03-12,13.9,"3165",1,2,603,130,1960,-37.9155,145.0723,"Southern Metropolitan",10969,"Glen Eira",3,2016
"237","Bentleigh East","u",2,746000,"S","hockingstuart",2016-03-12,13.9,"3165",1,2,281,95,2002,-37.9255,145.0796,"Southern Metropolitan",10969,"Glen Eira",3,2016
"238","Bentleigh East","h",5,1275000,"SP","Buxton",2016-03-12,13.9,"3165",2,2,683,190,1960,-37.9333,145.0602,"Southern Metropolitan",10969,"Glen Eira",3,2016
"239","Bentleigh East","u",1,580000,"S","Woodards",2016-03-12,13.9,"3165",1,1,105,49,1996,-37.9181,145.0586,"Southern Metropolitan",10969,"Glen Eira",3,2016
"240","Brighton","h",4,3700000,"S","Marshall",2016-03-12,11.2,"3186",3,2,742,247,1900,-37.914,144.9878,"Southern Metropolitan",10579,"Bayside",3,2016
"241","Brighton","h",3,1975000,"S","Buxton",2016-03-12,11.2,"3186",1,2,432,122,1930,-37.9172,144.996,"Southern Metropolitan",10579,"Bayside",3,2016
"242","Brighton","h",4,1830000,"S","Hodges",2016-03-12,11.2,"3186",2,2,436,190,1948,-37.8927,145.0005,"Southern Metropolitan",10579,"Bayside",3,2016
"243","Brighton","h",4,3775000,"S","Buxton",2016-03-12,11.2,"3186",3,2,745,190,1948,-37.9139,144.9878,"Southern Metropolitan",10579,"Bayside",3,2016
"244","Brighton","u",2,536000,"SP","Hodges",2016-03-12,11.2,"3186",1,2,0,70,1970,-37.9081,145.0043,"Southern Metropolitan",10579,"Bayside",3,2016
"245","Brighton","h",4,3695000,"S","Marshall",2016-03-12,11.2,"3186",3,2,836,284,1960,-37.9071,144.9898,"Southern Metropolitan",10579,"Bayside",3,2016
"246","Brighton East","h",4,2504000,"S","Marshall",2016-03-12,10.7,"3187",2,2,674,183,1950,-37.9022,145.0125,"Southern Metropolitan",6938,"Bayside",3,2016
"247","Brighton East","h",2,1250000,"SP","hockingstuart",2016-03-12,10.7,"3187",1,2,443,96,1950,-37.9077,145.0229,"Southern Metropolitan",6938,"Bayside",3,2016
"248","Brighton East","h",4,1310000,"PI","hockingstuart",2016-03-12,10.7,"3187",3,2,618,213,2008,-37.9162,145.0219,"Southern Metropolitan",6938,"Bayside",3,2016
"249","Brighton East","u",2,7e+05,"PI","hockingstuart",2016-03-12,10.7,"3187",1,1,0,76,1970,-37.9195,145.0067,"Southern Metropolitan",6938,"Bayside",3,2016
"250","Brighton East","u",2,750000,"SP","Buxton",2016-03-12,10.7,"3187",1,3,305,76,1970,-37.9318,145.0293,"Southern Metropolitan",6938,"Bayside",3,2016
"251","Brunswick","h",4,1802500,"S","Jellis",2016-03-12,5.2,"3056",3,1,238,93,1910,-37.7713,144.9643,"Northern Metropolitan",11918,"Moreland",3,2016
"252","Brunswick","h",4,1500000,"VB","Nelson",2016-03-12,5.2,"3056",3,1,365,209,1890,-37.7624,144.9671,"Northern Metropolitan",11918,"Moreland",3,2016
"253","Brunswick East","h",3,1310000,"S","Nelson",2016-03-12,4.5,"3057",1,2,456,144,1950,-37.7638,144.9804,"Northern Metropolitan",5533,"Moreland",3,2016
"254","Brunswick East","h",4,856000,"S","Harrington",2016-03-12,4.5,"3057",2,2,136,151,1997,-37.7601,144.9805,"Northern Metropolitan",5533,"Moreland",3,2016
"255","Brunswick West","u",2,320000,"PI","Nelson",2016-03-12,5.9,"3055",1,1,0,76,1980,-37.7514,144.9288,"Northern Metropolitan",7082,"Moreland",3,2016
"256","Brunswick West","h",3,1190000,"S","Nelson",2016-03-12,5.9,"3055",1,1,0,119,1920,-37.7564,144.9422,"Northern Metropolitan",7082,"Moreland",3,2016
"257","Bulleen","h",4,1505000,"S","Jellis",2016-03-12,11.8,"3105",3,2,410,190,2012,-37.7695,145.082,"Eastern Metropolitan",4480,"Manningham",3,2016
"258","Other","h",2,1005000,"SP","Biggin",2016-03-12,3.5,"3121",1,0,0,96,1905,-37.8301,145.0103,"Northern Metropolitan",438,"Yarra",3,2016
"259","Burwood","h",4,1890000,"S","Ray",2016-03-12,11.7,"3125",2,2,1145,111,1960,-37.8538,145.127,"Southern Metropolitan",5678,"Whitehorse",3,2016
"260","Burwood","h",3,1300000,"SA","Stockdale",2016-03-12,11.7,"3125",1,2,773,130,1960,-37.8562,145.1104,"Southern Metropolitan",5678,"Monash",3,2016
"261","Burwood","u",3,1022500,"S","Ray",2016-03-12,11.7,"3125",2,2,265,130,2000,-37.8516,145.1056,"Southern Metropolitan",5678,"Whitehorse",3,2016
"262","Burwood","h",3,1390000,"S","Fletchers",2016-03-12,11.7,"3125",1,2,697,130,1960,-37.851,145.1169,"Southern Metropolitan",5678,"Whitehorse",3,2016
"263","Burwood","h",3,1250000,"VB","Fletchers",2016-03-12,11.7,"3125",1,1,662,130,1960,-37.8561,145.1054,"Southern Metropolitan",5678,"Monash",3,2016
"264","Camberwell","u",2,1017000,"S","Jellis",2016-03-12,7.8,"3124",1,2,0,76,1940,-37.8231,145.0585,"Southern Metropolitan",8920,"Boroondara",3,2016
"265","Camberwell","u",2,729000,"S","Noel",2016-03-12,7.8,"3124",1,1,137,87,1970,-37.8459,145.088,"Southern Metropolitan",8920,"Boroondara",3,2016
"266","Camberwell","h",3,1650000,"S","Marshall",2016-03-12,7.8,"3124",2,2,305,189,1998,-37.8365,145.0802,"Southern Metropolitan",8920,"Boroondara",3,2016
"267","Other","h",3,455000,"S","YPA",2016-03-12,14.5,"Other",1,1,766,130,1970,-37.6804,144.9664,"Northern Metropolitan",1889,"Hume",3,2016
"268","Other","h",3,368000,"SP","Other",2016-03-12,14.5,"Other",1,2,600,130,1970,-37.6783,144.9672,"Northern Metropolitan",1889,"Hume",3,2016
"269","Canterbury","h",3,1587500,"S","Marshall",2016-03-12,9,"3126",1,1,459,130,1920,-37.8265,145.072,"Southern Metropolitan",3265,"Boroondara",3,2016
"270","Carnegie","u",2,6e+05,"SP","Woodards",2016-03-12,11.4,"3163",1,1,73,61,1970,-37.897,145.0593,"Southern Metropolitan",7822,"Glen Eira",3,2016
"271","Carnegie","h",4,1275000,"S","hockingstuart",2016-03-12,11.4,"3163",2,0,365,190,1919,-37.8877,145.0507,"Southern Metropolitan",7822,"Glen Eira",3,2016
"272","Carnegie","h",3,1620000,"S","Buxton",2016-03-12,11.4,"3163",1,1,808,130,1930,-37.8982,145.0461,"Southern Metropolitan",7822,"Glen Eira",3,2016
"273","Carnegie","h",3,1295000,"S","hockingstuart",2016-03-12,11.4,"3163",1,2,425,166,1960,-37.8876,145.0502,"Southern Metropolitan",7822,"Glen Eira",3,2016
"274","Other","t",4,1600000,"SP","Gary",2016-03-12,8.9,"3162",3,2,812,188.5,2005,-37.8864,145.0326,"Southern Metropolitan",2379,"Glen Eira",3,2016
"275","Other","h",5,1665000,"S","Gary",2016-03-12,8.9,"3162",2,2,593,260,1920,-37.8849,145.0341,"Southern Metropolitan",2379,"Glen Eira",3,2016
"276","Caulfield South","u",1,275500,"PI","Gary",2016-03-12,9.3,"3162",1,1,0,44,1960,-37.8961,145.0132,"Southern Metropolitan",5051,"Glen Eira",3,2016
"277","Caulfield South","h",3,1460000,"S","hockingstuart",2016-03-12,9.3,"3162",1,2,451,121,1960,-37.8874,145.019,"Southern Metropolitan",5051,"Glen Eira",3,2016
"278","Chadstone","h",4,1507000,"S","Jellis",2016-03-12,13.6,"3148",2,2,600,190,1972,-37.8891,145.1002,"Southern Metropolitan",3582,"Monash",3,2016
"279","Coburg","h",3,790000,"S","Other",2016-03-12,7.8,"3058",1,2,371,130,1930,-37.7435,144.9507,"Northern Metropolitan",11204,"Moreland",3,2016
"280","Coburg","h",4,1221000,"S","Nelson",2016-03-12,7.8,"3058",1,2,596,190,1930,-37.7456,144.9696,"Northern Metropolitan",11204,"Moreland",3,2016
"281","Coburg","t",2,807000,"S","Nelson",2016-03-12,7.8,"3058",2,1,0,176,2010,-37.7546,144.9713,"Northern Metropolitan",11204,"Moreland",3,2016
"282","Coburg","h",3,680000,"S","Nelson",2016-03-12,7.8,"3058",1,0,702,108,1950,-37.7391,144.9812,"Northern Metropolitan",11204,"Moreland",3,2016
"283","Coburg","h",4,955000,"S","Nelson",2016-03-12,7.8,"3058",2,1,295,190,1930,-37.7374,144.9617,"Northern Metropolitan",11204,"Moreland",3,2016
"284","Coburg North","h",3,655000,"SP","hockingstuart",2016-03-12,9.2,"3058",1,0,404,98,1950,-37.7305,144.9803,"Northern Metropolitan",3445,"Moreland",3,2016
"285","Coburg North","h",4,895000,"S","Nelson",2016-03-12,9.2,"3058",2,2,661,190,1955,-37.7246,144.9828,"Northern Metropolitan",3445,"Moreland",3,2016
"286","Collingwood","h",3,1260000,"S","Jellis",2016-03-12,1.6,"3066",1,0,167,130,1900,-37.7962,144.9866,"Northern Metropolitan",4553,"Yarra",3,2016
"287","Doncaster","h",3,1450000,"PI","Barry",2016-03-12,13.9,"3108",1,1,638,115,1970,-37.7912,145.1248,"Eastern Metropolitan",9028,"Manningham",3,2016
"288","Doncaster","h",5,1461800,"SP","Jellis",2016-03-12,13.9,"3108",2,2,660,260,1970,-37.7791,145.1328,"Eastern Metropolitan",9028,"Manningham",3,2016
"289","Doncaster","h",4,1396000,"S","Barry",2016-03-12,13.9,"3108",1,2,658,138,1975,-37.7827,145.1358,"Eastern Metropolitan",9028,"Manningham",3,2016
"290","Doncaster","h",4,1408000,"S","Jellis",2016-03-12,13.9,"3108",2,0,725,190,1970,-37.7891,145.1073,"Eastern Metropolitan",9028,"Manningham",3,2016
"291","Doncaster","h",3,1403000,"S","Barry",2016-03-12,13.9,"3108",1,4,727,123,1970,-37.7942,145.1218,"Eastern Metropolitan",9028,"Manningham",3,2016
"292","Doncaster","t",4,855000,"S","Barry",2016-03-12,13.9,"3108",2,2,242,188.5,2009,-37.7915,145.1258,"Eastern Metropolitan",9028,"Manningham",3,2016
"293","East Melbourne","h",2,4525000,"S","Other",2016-03-12,1.5,"Other",2,1,220,279,1930,-37.8181,144.9879,"Northern Metropolitan",3040,"Melbourne",3,2016
"294","Elsternwick","h",2,906000,"S","Purplebricks",2016-03-12,8.5,"3185",1,1,221,96,1913,-37.8829,145.0129,"Southern Metropolitan",4898,"Glen Eira",3,2016
"295","Elsternwick","h",3,1625000,"S","Biggin",2016-03-12,8.5,"3185",2,2,447,181,1920,-37.8912,145.0138,"Southern Metropolitan",4898,"Glen Eira",3,2016
"296","Elsternwick","h",4,1100000,"VB","hockingstuart",2016-03-12,8.5,"3185",2,0,147,159,1910,-37.8852,144.9997,"Southern Metropolitan",4898,"Glen Eira",3,2016
"297","Elwood","h",3,2116000,"S","Chisholm",2016-03-12,7.7,"3184",1,2,463,130,1920,-37.8787,144.985,"Southern Metropolitan",8989,"Port Phillip",3,2016
"298","Elwood","u",1,510000,"S","Chisholm",2016-03-12,7.7,"3184",1,1,0,60,2001,-37.8857,144.9884,"Southern Metropolitan",8989,"Port Phillip",3,2016
"299","Elwood","u",1,3e+05,"S","hockingstuart",2016-03-12,7.7,"3184",1,0,0,33,1930,-37.8749,144.9842,"Southern Metropolitan",8989,"Port Phillip",3,2016
