"","Suburb","Rooms","Price","Method","SellerG","Date","Distance","Postcode","Bathroom","Car","Landsize","BuildingArea","YearBuilt","Lattitude","Longtitude","Regionname","Propertycount","Walk.Score","Population","CouncilArea","Month","Year"
"603","Sandringham",4,2221000,"S","McGrath",2017-03-06,15.2,"Other",2,2,381,235,2000,-37.95372,145.00608,"Southern Metropolitan",4497,68,"9,303","Bayside",3,2017
"604","Sandringham",4,2300000,"S","Hodges",2017-03-06,15.2,"Other",2,2,604,166,1940,-37.95326,145.01779,"Southern Metropolitan",4497,68,"9,303","Bayside",3,2017
"605","Templestowe Lower",4,1010000,"S","Jellis",2017-03-06,12.4,"3107",3,2,332,198,2013,-37.76577,145.10729,"Eastern Metropolitan",5420,49,"13,206","Manningham",3,2017
"606","Other",2,355000,"S","Barry",2017-03-06,12.9,"3043",1,1,108,100,2005,-37.68837,144.87122,"Western Metropolitan",3296,68,"6,280","Hume",3,2017
"607","Other",3,820000,"SP","Other",2017-03-06,17.2,"3133",2,2,277,125,2016,-37.83581,145.19802,"Eastern Metropolitan",4181,56,"9,909","Whitehorse",3,2017
"608","Other",4,975000,"S","Harcourts",2017-03-06,17.2,"3133",2,2,0,207,2008,-37.83368,145.20409,"Eastern Metropolitan",4181,56,"9,909","Whitehorse",3,2017
"609","Doncaster East",4,1175000,"S","Barry",2017-03-09,14.3,"3109",2,2,723,235,2009,-37.79545,145.15372,"Eastern Metropolitan",10999,58,"27,069","Manningham",3,2017
"610","Other",3,1171000,"S","Noel",2017-03-09,16.1,"Other",2,2,247,135,2004,-37.79056,145.17512,"Eastern Metropolitan",4790,43,"11,783","Manningham",3,2017
"611","Essendon",4,1185000,"S","Barry",2017-03-09,7.5,"3040",3,1,205,168,2010,-37.74588,144.927,"Western Metropolitan",9264,71,"18,841","Moonee Valley",3,2017
"612","Fawkner",2,515000,"SP","Alexkarbon",2017-03-09,13.1,"3060",1,2,177,84,2013,-37.70982,144.96397,"Northern Metropolitan",5070,56,"12,589","Moreland",3,2017
"613","Glen Iris",3,1160000,"S","Other",2017-03-09,7.3,"3146",2,2,203,135,1970,-37.86248,145.06682,"Southern Metropolitan",10412,65,"24,992","Stonnington",3,2017
"614","Maidstone",3,722000,"S","Biggin",2017-03-09,6.4,"3012",2,2,147,125,2015,-37.78538,144.87959,"Western Metropolitan",3873,62,"7,768","Maribyrnong",3,2017
"615","Mentone",3,840000,"S","Other",2017-03-09,20,"3194",2,2,163,154,2012,-37.97459,145.06937,"South-Eastern Metropolitan",6162,68,"11,628","Kingston",3,2017
"616","Mulgrave",3,650000,"S","Ray",2017-03-09,18.8,"3170",2,1,145,129,2015,-37.93211,145.18955,"South-Eastern Metropolitan",7113,60,"17,637","Monash",3,2017
"617","Newport",4,940000,"SP","Greg",2017-03-09,6.2,"3015",2,2,510,196,2016,-37.84815,144.86866,"Western Metropolitan",5498,70,"12,028","Hobsons Bay",3,2017
"618","Pascoe Vale",2,5e+05,"VB","Nelson",2017-03-09,8.5,"3044",2,1,74,100,2011,-37.72184,144.92969,"Northern Metropolitan",7485,59,"14,871","Moreland",3,2017
"619","Pascoe Vale",3,676000,"S","Brad",2017-03-09,8.5,"3044",2,2,122,108,2012,-37.72304,144.92864,"Northern Metropolitan",7485,59,"14,871","Moreland",3,2017
"620","Thornbury",3,9e+05,"VB","Jellis",2017-03-09,7,"3071",2,2,120,0,2000,-37.76343,145.02096,"Northern Metropolitan",8870,77,"17,473","Darebin",3,2017
"621","Windsor",3,1525000,"PI","Marshall",2017-03-09,4.6,"3181",2,2,150,135,2005,-37.8567,144.99665,"Southern Metropolitan",4380,91,"7,051","Stonnington",3,2017
"622","Abbotsford",3,9e+05,"S","Other",2017-03-18,2.5,"3067",2,2,0,135,2010,-37.8093,144.9959,"Northern Metropolitan",4019,84,"4,922","Yarra",3,2017
"623","Ascot Vale",2,865000,"SP","Nelson",2017-03-18,5.9,"3032",2,1,146,132,2015,-37.7713,144.9038,"Western Metropolitan",6567,75,"13,503","Moonee Valley",3,2017
"624","Balwyn North",4,1680000,"S","Noel",2017-03-18,9.2,"3104",3,1,362,200,2014,-37.7987,145.0788,"Southern Metropolitan",7809,61,"20,345","Boroondara",3,2017
"625","Bentleigh",3,1235000,"S","Buxton",2017-03-18,13,"3204",2,2,0,160,2012,-37.9289,145.0478,"Southern Metropolitan",6795,75,"14,926","Glen Eira",3,2017
"626","Bentleigh",3,825000,"S","Buxton",2017-03-18,13,"3204",2,2,147,149,2007,-37.9317,145.0352,"Southern Metropolitan",6795,75,"14,926","Glen Eira",3,2017
"627","Bentleigh East",3,1240000,"S","Buxton",2017-03-18,13.9,"3165",2,2,518,135,2008,-37.9316,145.0542,"Southern Metropolitan",10969,59,"25,928","Glen Eira",3,2017
"628","Bentleigh East",4,950000,"PI","Buxton",2017-03-18,13.9,"3165",2,1,450,188.5,1940,-37.9133,145.0837,"Southern Metropolitan",10969,59,"25,928","Glen Eira",3,2017
"629","Bentleigh East",3,970000,"S","Other",2017-03-18,13.9,"3165",2,2,267,156,2000,-37.9176,145.0566,"Southern Metropolitan",10969,59,"25,928","Glen Eira",3,2017
"630","Bentleigh East",3,1030000,"S","Buxton",2017-03-18,13.9,"3165",2,2,327,135,2008,-37.9195,145.0555,"Southern Metropolitan",10969,59,"25,928","Glen Eira",3,2017
"631","Brighton",3,1427000,"S","Marshall",2017-03-18,11.2,"3186",2,1,313,135,1997,-37.9206,145,"Southern Metropolitan",10579,75,"21,267","Bayside",3,2017
"632","Brighton",3,2517500,"SP","Marshall",2017-03-18,11.2,"3186",3,2,311,135,1997,-37.9148,145.0009,"Southern Metropolitan",10579,75,"21,267","Bayside",3,2017
"633","Burwood",3,1145000,"S","Jellis",2017-03-18,11.7,"3125",2,2,329,135,2005,-37.8484,145.1013,"Southern Metropolitan",5678,59,"13,172","Whitehorse",3,2017
"634","Camberwell",3,930000,"S","Ray",2017-03-18,7.8,"3124",2,2,132,135,1970,-37.8489,145.088,"Southern Metropolitan",8920,66,"20,022","Boroondara",3,2017
"635","Coburg",2,635000,"S","Ray",2017-03-18,7.8,"3058",1,1,97,95,2014,-37.7516,144.9623,"Northern Metropolitan",11204,71,"24,996","Moreland",3,2017
"636","Doncaster",4,985000,"S","Fletchers",2017-03-18,13.9,"3108",2,2,182,160,1998,-37.7888,145.138,"Eastern Metropolitan",9028,58,"18,372","Manningham",3,2017
"637","Fitzroy North",2,750000,"S","Woodards",2017-03-18,3.5,"3068",2,2,0,95,2002,-37.7761,144.9792,"Northern Metropolitan",6244,93,"11,451","Yarra",3,2017
"638","Fitzroy North",4,1700000,"VB","Jellis",2017-03-18,3.5,"3068",3,2,127,209,2008,-37.7855,144.9789,"Northern Metropolitan",6244,93,"11,451","Yarra",3,2017
"639","Footscray",3,820000,"SP","Sweeney",2017-03-18,6.4,"3011",2,1,122,135,2010,-37.8021,144.8976,"Western Metropolitan",7570,78,"13,203","Maribyrnong",3,2017
"640","Glenroy",4,607000,"S","YPA",2017-03-18,13,"3046",3,2,0,131,2014,-37.7102,144.9112,"Northern Metropolitan",8870,54,"19,671","Moreland",3,2017
"641","Hampton",3,1400000,"S","Buxton",2017-03-18,13.7,"3188",2,1,211,135,2000,-37.9427,145.0084,"Southern Metropolitan",5454,69,"12,459","Bayside",3,2017
"642","Keilor East",3,680000,"SP","Nelson",2017-03-18,12.8,"3033",2,2,224,154,1998,-37.749,144.8599,"Western Metropolitan",5629,55,"13,234","Moonee Valley",3,2017
"643","Malvern East",3,1120000,"PI","Jellis",2017-03-18,11.2,"3145",2,2,181,151,1990,-37.8823,145.0839,"Southern Metropolitan",8801,77,"20,028","Stonnington",3,2017
"644","Malvern East",4,1240000,"PI","Jellis",2017-03-18,11.2,"3145",2,2,310,180,1990,-37.8822,145.0837,"Southern Metropolitan",8801,77,"20,028","Stonnington",3,2017
"645","Maribyrnong",2,429000,"S","Other",2017-03-18,8.7,"3032",1,1,83,88,1980,-37.7732,144.8927,"Western Metropolitan",4918,70,"10,135","Maribyrnong",3,2017
"646","Maribyrnong",3,820000,"VB","Biggin",2017-03-18,8.7,"3032",2,2,275,135,2000,-37.7719,144.8767,"Western Metropolitan",4918,70,"10,135","Maribyrnong",3,2017
"647","Moonee Ponds",5,980000,"PI","Nelson",2017-03-18,6.9,"3039",2,2,207,168,2004,-37.7615,144.9333,"Western Metropolitan",6232,75,"13,507","Moonee Valley",3,2017
"648","Oak Park",2,585500,"S","Eview",2017-03-18,11.5,"3046",1,1,161,86,2013,-37.7218,144.9188,"Northern Metropolitan",2651,55,"5,751","Moreland",3,2017
"649","Preston",2,660000,"S","Harcourts",2017-03-18,8.8,"3072",1,1,113,90,2013,-37.7479,145.0153,"Northern Metropolitan",14577,73,"29,893","Darebin",3,2017
"650","Richmond",2,842000,"S","Jellis",2017-03-18,2.6,"3121",2,1,0,2,2004,-37.8145,145.0014,"Northern Metropolitan",14949,90,"23,838","Yarra",3,2017
"651","Rosanna",2,515000,"SP","Nelson",2017-03-18,11.4,"3084",1,1,73,100,1990,-37.7472,145.0702,"Eastern Metropolitan",3540,62,"7,892","Banyule",3,2017
"652","Strathmore",4,995000,"SP","Nelson",2017-03-18,9.7,"3041",3,1,260,188.5,2005,-37.7319,144.9195,"Western Metropolitan",3284,69,"8,101","Moonee Valley",3,2017
"653","Templestowe Lower",3,766000,"S","Barry",2017-03-18,13.8,"3107",1,1,226,135,2008,-37.7567,145.1209,"Eastern Metropolitan",5420,49,"13,206","Manningham",3,2017
"654","West Footscray",2,510000,"VB","Biggin",2017-03-18,8.2,"3012",2,1,0,100,2007,-37.7991,144.879,"Western Metropolitan",5058,64,"10,215","Maribyrnong",3,2017
"655","Airport West",3,7e+05,"S","Brad",2017-04-03,13.5,"3042",2,2,239,134,2009,-37.7218,144.8837,"Western Metropolitan",3464,58,"6,954","Moonee Valley",4,2017
"656","Altona North",2,421000,"S","hockingstuart",2017-04-03,11.1,"3025",1,1,77,77,2009,-37.8351,144.8529,"Western Metropolitan",5132,60,"11,386","Hobsons Bay",4,2017
"657","Armadale",3,1918000,"SP","Jellis",2017-04-03,6.3,"3143",2,2,0,165,1995,-37.8537,145.0267,"Southern Metropolitan",4836,74,"8,732","Stonnington",4,2017
"658","Bentleigh East",3,1115000,"S","Buxton",2017-04-03,13.9,"3165",2,2,297,135,2008,-37.9135,145.0774,"Southern Metropolitan",10969,59,"25,928","Glen Eira",4,2017
"659","Braybrook",3,502000,"SP","Sweeney",2017-04-03,10.8,"3019",1,1,220,106,2011,-37.785,144.8561,"Western Metropolitan",3589,65,"8,190","Maribyrnong",4,2017
"660","Brighton",3,1725000,"PI","Buxton",2017-04-03,11.2,"3186",2,2,411,225,1997,-37.918,145.0035,"Southern Metropolitan",10579,75,"21,267","Bayside",4,2017
"661","Brighton East",3,1302500,"S","Buxton",2017-04-03,10.7,"3187",2,2,391,135,2000,-37.9179,145.0091,"Southern Metropolitan",6938,63,"15,807","Bayside",4,2017
"662","Brunswick East",3,940000,"S","Nelson",2017-04-03,4.5,"3057",1,2,213,116,1995,-37.7643,144.9808,"Northern Metropolitan",5533,83,"8,502","Moreland",4,2017
"663","Canterbury",4,1550000,"PI","Noel",2017-04-03,9,"3126",2,4,318,232,2005,-37.822,145.0864,"Southern Metropolitan",3265,72,"7,856","Boroondara",4,2017
"664","Carnegie",3,860000,"SP","Gary",2017-04-03,11.4,"3163",2,1,1113,113,1990,-37.8972,145.0642,"Southern Metropolitan",7822,75,"16,333","Glen Eira",4,2017
"665","Coburg North",3,631000,"S","McGrath",2017-04-03,9.2,"3058",1,1,178,120,2012,-37.7297,144.9645,"Northern Metropolitan",3445,62,"6,574","Moreland",4,2017
"666","Coburg North",2,6e+05,"S","McGrath",2017-04-03,9.2,"3058",1,1,145,105,2010,-37.7295,144.9641,"Northern Metropolitan",3445,62,"6,574","Moreland",4,2017
"667","Collingwood",3,1125000,"SP","Nelson",2017-04-03,1.6,"3066",2,2,0,151,2000,-37.8083,144.9908,"Northern Metropolitan",4553,92,"6,490","Yarra",4,2017
"668","Fawkner",3,455000,"S","Brad",2017-04-03,12.4,"3060",2,1,738,138,2010,-37.7109,144.9654,"Northern Metropolitan",5070,56,"12,589","Moreland",4,2017
"669","Footscray",4,841000,"S","Jellis",2017-04-03,6.4,"3011",2,2,250,160,2000,-37.7959,144.8989,"Western Metropolitan",7570,78,"13,203","Maribyrnong",4,2017
"670","Hawthorn East",3,1220000,"S","Marshall",2017-04-03,7.5,"3123",2,2,166,135,1980,-37.8293,145.0456,"Southern Metropolitan",6482,83,"13,113","Boroondara",4,2017
"671","Ivanhoe",3,962000,"S","Miles",2017-04-03,7.9,"3079",2,1,108,135,1997,-37.7668,145.0434,"Eastern Metropolitan",5549,71,"11,038","Banyule",4,2017
"672","Kensington",3,845000,"S","Nelson",2017-04-03,4.2,"3031",2,1,132,105,2000,-37.7907,144.9247,"Northern Metropolitan",5263,82,"9,689","Moonee Valley",4,2017
"673","Maidstone",3,695000,"SP","Sweeney",2017-04-03,9.2,"3012",2,1,156,124,2012,-37.7898,144.8722,"Western Metropolitan",3873,62,"7,768","Maribyrnong",4,2017
"674","Murrumbeena",4,1100000,"SP","hockingstuart",2017-04-03,12.1,"3163",3,2,286,160,1990,-37.8958,145.0696,"Southern Metropolitan",4442,71,"8,573","Glen Eira",4,2017
"675","North Melbourne",2,841000,"S","Jellis",2017-04-03,2.3,"3051",1,1,215,0,2000,-37.7953,144.9437,"Northern Metropolitan",6821,87,"11,733","Melbourne",4,2017
"676","North Melbourne",2,1105000,"S","Jellis",2017-04-03,2.3,"3051",2,1,88,119,2010,-37.8018,144.9429,"Northern Metropolitan",6821,87,"11,733","Melbourne",4,2017
"677","Preston",2,715000,"S","Barry",2017-04-03,8.8,"3072",1,1,132,121,2009,-37.7343,145.0025,"Northern Metropolitan",14577,73,"29,893","Darebin",4,2017
"678","Reservoir",2,490000,"S","Nelson",2017-04-03,11.2,"3073",1,1,91,84,2014,-37.713,145.0108,"Northern Metropolitan",21650,60,"47,517","Darebin",4,2017
"679","Yarraville",3,670000,"PI","Jas",2017-04-03,7,"3013",2,2,152,135,2012,-37.8228,144.8833,"Western Metropolitan",6543,77,"13,811","Maribyrnong",4,2017
"680","Altona",2,597500,"S","hockingstuart",2017-04-22,13.8,"3018",1,2,178,100,2009,-37.8701,144.8209,"Western Metropolitan",5301,63,"9,916","Hobsons Bay",4,2017
"681","Armadale",3,1005000,"S","Kay",2017-04-22,6.3,"3143",2,2,0,135,1998,-37.8606,145.0209,"Southern Metropolitan",4836,74,"8,732","Stonnington",4,2017
"682","Balwyn",3,1680000,"S","Fletchers",2017-04-22,9.7,"3103",3,1,329,178,2005,-37.8101,145.0844,"Southern Metropolitan",5682,72,"12,945","Boroondara",4,2017
"683","Braybrook",3,441700,"SP","Barry",2017-04-22,10.8,"3019",2,1,145,107,2003,-37.7894,144.8463,"Western Metropolitan",3589,65,"8,190","Maribyrnong",4,2017
"684","Brighton",3,1990000,"S","Buxton",2017-04-22,11.2,"3186",2,2,0,189,1935,-37.901,145.0026,"Southern Metropolitan",10579,75,"21,267","Bayside",4,2017
"685","Brunswick",2,6e+05,"PI","Ray",2017-04-22,5.2,"3056",1,1,109,100,2011,-37.7778,144.9683,"Northern Metropolitan",11918,84,"22,739","Moreland",4,2017
"686","Doncaster",4,1090000,"S","Barry",2017-04-22,13.9,"3108",3,2,242,188.5,1995,-37.7866,145.1046,"Eastern Metropolitan",9028,58,"18,372","Manningham",4,2017
"687","Kew East",3,1205000,"S","hockingstuart",2017-04-22,7.5,"3102",2,2,270,135,2010,-37.7864,145.0631,"Southern Metropolitan",2671,71,"6,026","Boroondara",4,2017
"688","Maidstone",3,675000,"S","Biggin",2017-04-22,9.2,"3012",2,2,159,128,2016,-37.785,144.8673,"Western Metropolitan",3873,62,"7,768","Maribyrnong",4,2017
"689","Pascoe Vale",2,520000,"S","Brad",2017-04-22,9.9,"3044",1,1,0,82,2011,-37.7324,144.9377,"Northern Metropolitan",7485,59,"14,871","Moreland",4,2017
"690","Yarraville",3,1120000,"S","hockingstuart",2017-04-22,7,"3013",2,0,152,170,2012,-37.811,144.8889,"Western Metropolitan",6543,77,"13,811","Maribyrnong",4,2017
"691","Albert Park",2,1500000,"S","Marshall",2017-04-29,3.3,"3206",1,1,115,100,2005,-37.8441,144.9598,"Southern Metropolitan",3280,85,"5,989","Port Phillip",4,2017
"692","Brighton",2,1470000,"S","Hodges",2017-04-29,11.2,"3186",1,1,238,100,1997,-37.8985,145.0048,"Southern Metropolitan",10579,75,"21,267","Bayside",4,2017
"693","Brighton East",3,972000,"S","Gary",2017-04-29,10.7,"3187",2,1,119,160,2000,-37.9084,145.0118,"Southern Metropolitan",6938,63,"15,807","Bayside",4,2017
"694","Brighton East",4,1700000,"PI","Hodges",2017-04-29,10.7,"3187",3,2,312,118,1950,-37.9295,145.0144,"Southern Metropolitan",6938,63,"15,807","Bayside",4,2017
"695","Coburg",3,720000,"PI","Other",2017-04-29,7.8,"3058",2,2,531,112,2016,-37.7424,144.9571,"Northern Metropolitan",11204,71,"24,996","Moreland",4,2017
"696","Coburg",3,720000,"PI","C21",2017-04-29,7.8,"3058",2,2,531,112,2016,-37.7424,144.9571,"Northern Metropolitan",11204,71,"24,996","Moreland",4,2017
"697","Fawkner",3,543500,"S","Stockdale",2017-04-29,12.4,"3060",3,3,247,103,2011,-37.7133,144.975,"Northern Metropolitan",5070,56,"12,589","Moreland",4,2017
"698","Glen Iris",3,1315000,"S","Harcourts",2017-04-29,9.2,"3146",2,2,184,135,1970,-37.8644,145.063,"Southern Metropolitan",10412,65,"24,992","Boroondara",4,2017
"699","Glenroy",3,680000,"SP","Stockdale",2017-04-29,13,"3046",2,2,243,133,2014,-37.7116,144.9357,"Northern Metropolitan",8870,54,"19,671","Moreland",4,2017
"700","Glenroy",3,720000,"S","Eview",2017-04-29,13,"3046",2,3,300,135,2013,-37.7098,144.9266,"Northern Metropolitan",8870,54,"19,671","Moreland",4,2017
"701","Hadfield",3,630000,"S","Eview",2017-04-29,12.1,"3046",2,1,240,135,2012,-37.7114,144.9396,"Northern Metropolitan",2606,51,"5,355","Moreland",4,2017
"702","Ivanhoe",3,1060000,"S","Purplebricks",2017-04-29,7.9,"3079",0,0,219,135,1980,-37.7679,145.0466,"Eastern Metropolitan",5549,71,"11,038","Banyule",4,2017
"703","Keilor East",2,570000,"SP","Nelson",2017-04-29,12.8,"3033",2,2,55,100,2004,-37.7388,144.8767,"Western Metropolitan",5629,55,"13,234","Moonee Valley",4,2017
"704","Maidstone",4,838000,"S","Sweeney",2017-04-29,9.2,"3012",2,2,294,194,2013,-37.7844,144.8758,"Western Metropolitan",3873,62,"7,768","Maribyrnong",4,2017
"705","Moonee Ponds",3,1410000,"PI","Nelson",2017-04-29,6.9,"3039",3,2,256,135,2000,-37.7685,144.9294,"Western Metropolitan",6232,75,"13,507","Moonee Valley",4,2017
"706","Niddrie",3,8e+05,"PI","Barry",2017-04-29,11.2,"3042",2,2,202,151,2015,-37.7418,144.8833,"Western Metropolitan",2291,61,"4,851","Moonee Valley",4,2017
"707","Sunshine West",3,521000,"S","Bells",2017-04-29,13.5,"3020",3,2,134,124.45,2008,-37.79,144.7886,"Western Metropolitan",6763,49,"16,759","Brimbank",4,2017
"708","Thornbury",2,960000,"S","Jellis",2017-04-29,6.5,"3071",2,2,158,133,2007,-37.7587,144.9881,"Northern Metropolitan",8870,77,"17,473","Darebin",4,2017
"709","Toorak",3,1320000,"S","Gary",2017-04-29,4.6,"3142",2,1,3,131,1970,-37.8474,145.0125,"Southern Metropolitan",7217,74,"12,832","Stonnington",4,2017
"710","Alphington",3,1285000,"PI","Nelson",2017-05-13,6.4,"3078",2,2,528,135,1967,-37.7817,145.0319,"Northern Metropolitan",2211,69,"4,573","Yarra",5,2017
"711","Ascot Vale",2,565000,"S","Woodards",2017-05-13,5.9,"3032",2,1,103,100,2011,-37.7715,144.9088,"Western Metropolitan",6567,75,"13,503","Moonee Valley",5,2017
"712","Ascot Vale",4,9e+05,"SP","Alexkarbon",2017-05-13,5.9,"3032",3,2,0,159,2011,-37.7831,144.9209,"Western Metropolitan",6567,75,"13,503","Moonee Valley",5,2017
"713","Bentleigh",4,1105000,"S","Hodges",2017-05-13,13,"3204",2,1,207,188.5,2007,-37.9156,145.0355,"Southern Metropolitan",6795,75,"14,926","Glen Eira",5,2017
"714","Bentleigh",3,1303000,"S","hockingstuart",2017-05-13,13,"3204",2,2,334,135,2006,-37.9284,145.0428,"Southern Metropolitan",6795,75,"14,926","Glen Eira",5,2017
"715","Bentleigh East",3,767000,"S","Gary",2017-05-13,13.9,"3165",1,2,162,135,2008,-37.9229,145.0538,"Southern Metropolitan",10969,59,"25,928","Glen Eira",5,2017
"716","Bentleigh East",3,1200000,"PI","Purplebricks",2017-05-13,13.9,"3165",2,2,369,135,2008,-37.9092,145.0728,"Southern Metropolitan",10969,59,"25,928","Glen Eira",5,2017
"717","Brunswick",3,981000,"SP","Nelson",2017-05-13,5.2,"3056",2,1,122,140,2012,-37.7698,144.9661,"Northern Metropolitan",11918,84,"22,739","Moreland",5,2017
"718","Canterbury",3,1775000,"VB","Jellis",2017-05-13,9,"3126",2,2,410,135,2005,-37.8178,145.0649,"Southern Metropolitan",3265,72,"7,856","Boroondara",5,2017
"719","Caulfield South",3,1e+06,"VB","Other",2017-05-13,9.3,"3162",2,2,265,135,1995,-37.8924,145.0154,"Southern Metropolitan",5051,70,"11,292","Glen Eira",5,2017
"720","Coburg",3,824000,"S","Barry",2017-05-13,7.8,"3058",1,2,120,113.76,1990,-37.7462,144.9795,"Northern Metropolitan",11204,71,"24,996","Moreland",5,2017
"721","Hampton",2,837000,"SP","Buxton",2017-05-13,13.7,"3188",2,1,516,92,2007,-37.9365,145.0008,"Southern Metropolitan",5454,69,"12,459","Bayside",5,2017
"722","Hampton",4,1910000,"S","Buxton",2017-05-13,13.7,"3188",2,2,351,188.5,2000,-37.9449,145.0167,"Southern Metropolitan",5454,69,"12,459","Bayside",5,2017
"723","Hawthorn",3,1300000,"VB","Jellis",2017-05-13,4.6,"3122",2,1,126,135,1975,-37.8255,145.029,"Southern Metropolitan",11308,85,"21,138","Boroondara",5,2017
"724","Hughesdale",4,1340000,"S","Other",2017-05-13,13,"3166",4,2,370,255.79,2006,-37.8919,145.0781,"Southern Metropolitan",3145,74,"7,062","Monash",5,2017
"725","Moorabbin",2,742500,"S","Buxton",2017-05-13,14.6,"3189",1,1,179,101,2001,-37.9369,145.0473,"Southern Metropolitan",2555,71,"5,298","Kingston",5,2017
"726","Newport",3,9e+05,"S","Greg",2017-05-13,8.4,"3015",2,2,575,128,2017,-37.8389,144.8666,"Western Metropolitan",5498,70,"12,028","Hobsons Bay",5,2017
"727","Pascoe Vale",2,540000,"VB","Nelson",2017-05-13,9.9,"3044",1,2,240,100,2009,-37.7217,144.924,"Northern Metropolitan",7485,59,"14,871","Moreland",5,2017
"728","Preston",3,880000,"S","Nelson",2017-05-13,8.8,"3072",2,2,242,103.6,2007,-37.7506,145.0185,"Northern Metropolitan",14577,73,"29,893","Darebin",5,2017
"729","Reservoir",2,652000,"S","Nelson",2017-05-13,11.2,"3073",2,2,254,93,2007,-37.7071,145.0108,"Northern Metropolitan",21650,60,"47,517","Darebin",5,2017
"730","South Kingsville",3,815000,"S","Williams",2017-05-13,9.1,"3015",2,2,148,135,2006,-37.8287,144.8705,"Western Metropolitan",984,59,"1,829","Hobsons Bay",5,2017
"731","South Melbourne",2,1100000,"S","Marshall",2017-05-13,2.1,"3205",1,1,327,75,2004,-37.8351,144.964,"Southern Metropolitan",5943,92,"9,318","Port Phillip",5,2017
"732","St Kilda",2,1077000,"S","Marshall",2017-05-13,6.1,"3182",1,1,455,98,1890,-37.8636,144.9749,"Southern Metropolitan",13240,93,"17,802","Port Phillip",5,2017
"733","Thornbury",3,998000,"SP","Jellis",2017-05-13,6.5,"3071",2,1,0,166,2001,-37.7579,145,"Northern Metropolitan",8870,77,"17,473","Darebin",5,2017
"734","Thornbury",3,865000,"S","Other",2017-05-13,6.5,"3071",2,2,194,135,2000,-37.7538,144.9991,"Northern Metropolitan",8870,77,"17,473","Darebin",5,2017
"735","Other",3,720000,"SP","Jas",2017-05-13,8.9,"3016",2,2,146,141,2001,-37.857,144.8846,"Western Metropolitan",802,61,"1,543","Hobsons Bay",5,2017
"736","Yarraville",3,1070000,"S","Jas",2017-05-13,7,"3013",2,2,257,135,2012,-37.813,144.8703,"Western Metropolitan",6543,77,"13,811","Maribyrnong",5,2017
"737","Altona",2,6e+05,"SP","hockingstuart",2017-05-20,13.8,"3018",1,2,190,100,2008,-37.8718,144.819,"Western Metropolitan",5301,63,"9,916","Hobsons Bay",5,2017
"738","Bentleigh",4,1300000,"S","hockingstuart",2017-05-20,13,"3204",2,2,352,188.5,2010,-37.9317,145.0463,"Southern Metropolitan",6795,75,"14,926","Glen Eira",5,2017
"739","Bentleigh",3,1375000,"S","Buxton",2017-05-20,13,"3204",3,2,338,194,2012,-37.9166,145.0418,"Southern Metropolitan",6795,75,"14,926","Glen Eira",5,2017
"740","Bentleigh East",3,1225000,"S","hockingstuart",2017-05-20,13.9,"3165",2,2,372,180,2008,-37.9127,145.0694,"Southern Metropolitan",10969,59,"25,928","Glen Eira",5,2017
"741","Bentleigh East",3,1055000,"SP","Buxton",2017-05-20,13.9,"3165",2,2,301,135,2000,-37.9167,145.077,"Southern Metropolitan",10969,59,"25,928","Glen Eira",5,2017
"742","Bentleigh East",3,850000,"S","hockingstuart",2017-05-20,13.9,"3165",2,2,321,135,2008,-37.9316,145.0806,"Southern Metropolitan",10969,59,"25,928","Glen Eira",5,2017
"743","Box Hill",2,990000,"S","Fletchers",2017-05-20,13.1,"3128",1,1,257,100,2004,-37.8259,145.1282,"Eastern Metropolitan",4605,72,"9,706","Whitehorse",5,2017
"744","Brighton",2,1055000,"S","Marshall",2017-05-20,11.2,"3186",1,2,211,100,1970,-37.921,144.9999,"Southern Metropolitan",10579,75,"21,267","Bayside",5,2017
"745","Brunswick West",3,670000,"PI","Nelson",2017-05-20,5.9,"3055",1,2,109,104,2010,-37.7609,144.9416,"Northern Metropolitan",7082,66,"13,171","Moreland",5,2017
"746","Carlton",2,960000,"VB","Nelson",2017-05-20,1.8,"3053",2,1,0,90,1860,-37.7947,144.9724,"Northern Metropolitan",6786,97,"13,505","Melbourne",5,2017
"747","Chadstone",3,905000,"S","Buxton",2017-05-20,13.6,"3148",1,2,418,132,1955,-37.886,145.096,"Southern Metropolitan",3582,66,"7,825","Monash",5,2017
"748","Chadstone",3,820000,"VB","hockingstuart",2017-05-20,13.6,"3148",2,2,213,115,2012,-37.8827,145.0942,"Southern Metropolitan",3582,66,"7,825","Monash",5,2017
"749","Essendon",4,1162500,"S","Nelson",2017-05-20,8,"3040",2,1,230,188.5,2001,-37.7547,144.9239,"Western Metropolitan",9264,71,"18,841","Moonee Valley",5,2017
"750","Essendon North",2,810000,"S","Other",2017-05-20,9.4,"3041",2,1,175,100,2012,-37.7417,144.9079,"Western Metropolitan",1308,74,"2,292","Moonee Valley",5,2017
"751","Fitzroy",2,1050000,"S","Nelson",2017-05-20,1.6,"3065",1,1,87,100,2000,-37.7959,144.9802,"Northern Metropolitan",5825,96,"9,420","Yarra",5,2017
"752","Glen Iris",2,797000,"S","Jellis",2017-05-20,9.2,"3146",1,2,97,100,1970,-37.8637,145.0632,"Southern Metropolitan",10412,65,"24,992","Boroondara",5,2017
"753","Glenroy",3,595000,"SP","Nelson",2017-05-20,13,"3046",1,2,258,142.6,2001,-37.7047,144.9087,"Northern Metropolitan",8870,54,"19,671","Moreland",5,2017
