"","Suburb","Rooms","Price","Method","SellerG","Date","Distance","Postcode","Bathroom","Car","Landsize","BuildingArea","YearBuilt","Lattitude","Longtitude","Regionname","Propertycount","Walk.Score","Population","CouncilArea","Month","Year"
"151","Balwyn North",4,1900000,"VB","Fletchers",2016-03-12,9.2,"3104",2,2,642,215,1955,-37.7988,145.0726,"Southern Metropolitan",7809,61,"20,345","Boroondara",3,2016
"152","Bentleigh",2,1550000,"S","Woodards",2016-03-12,13,"3204",1,4,730,96,1950,-37.9207,145.0479,"Southern Metropolitan",6795,75,"14,926","Glen Eira",3,2016
"153","Bentleigh",3,1425000,"S","Buxton",2016-03-12,13,"3204",2,2,613,143,1960,-37.9311,145.0428,"Southern Metropolitan",6795,75,"14,926","Glen Eira",3,2016
"154","Bentleigh",4,1420000,"S","Woodards",2016-03-12,13,"3204",1,4,786,190,1950,-37.9305,145.0449,"Southern Metropolitan",6795,75,"14,926","Glen Eira",3,2016
"155","Bentleigh East",3,1206000,"S","C21",2016-03-12,13.9,"3165",1,2,603,130,1960,-37.9155,145.0723,"Southern Metropolitan",10969,59,"25,928","Glen Eira",3,2016
"156","Bentleigh East",5,1275000,"SP","Buxton",2016-03-12,13.9,"3165",2,2,683,190,1960,-37.9333,145.0602,"Southern Metropolitan",10969,59,"25,928","Glen Eira",3,2016
"157","Brighton",4,3700000,"S","Marshall",2016-03-12,11.2,"3186",3,2,742,247,1900,-37.914,144.9878,"Southern Metropolitan",10579,75,"21,267","Bayside",3,2016
"158","Brighton",4,3775000,"S","Buxton",2016-03-12,11.2,"3186",3,2,745,190,1948,-37.9139,144.9878,"Southern Metropolitan",10579,75,"21,267","Bayside",3,2016
"159","Brighton",4,1830000,"S","Hodges",2016-03-12,11.2,"3186",2,2,436,190,1948,-37.8927,145.0005,"Southern Metropolitan",10579,75,"21,267","Bayside",3,2016
"160","Brighton",3,1975000,"S","Buxton",2016-03-12,11.2,"3186",1,2,432,122,1930,-37.9172,144.996,"Southern Metropolitan",10579,75,"21,267","Bayside",3,2016
"161","Brighton",4,3695000,"S","Marshall",2016-03-12,11.2,"3186",3,2,836,284,1960,-37.9071,144.9898,"Southern Metropolitan",10579,75,"21,267","Bayside",3,2016
"162","Brighton East",4,2504000,"S","Marshall",2016-03-12,10.7,"3187",2,2,674,183,1950,-37.9022,145.0125,"Southern Metropolitan",6938,63,"15,807","Bayside",3,2016
"163","Brighton East",4,1310000,"PI","hockingstuart",2016-03-12,10.7,"3187",3,2,618,213,2008,-37.9162,145.0219,"Southern Metropolitan",6938,63,"15,807","Bayside",3,2016
"164","Brighton East",2,1250000,"SP","hockingstuart",2016-03-12,10.7,"3187",1,2,443,96,1950,-37.9077,145.0229,"Southern Metropolitan",6938,63,"15,807","Bayside",3,2016
"165","Brunswick",4,1500000,"VB","Nelson",2016-03-12,5.2,"3056",3,1,365,209,1890,-37.7624,144.9671,"Northern Metropolitan",11918,84,"22,739","Moreland",3,2016
"166","Brunswick",4,1802500,"S","Jellis",2016-03-12,5.2,"3056",3,1,238,93,1910,-37.7713,144.9643,"Northern Metropolitan",11918,84,"22,739","Moreland",3,2016
"167","Brunswick East",3,1310000,"S","Nelson",2016-03-12,4.5,"3057",1,2,456,144,1950,-37.7638,144.9804,"Northern Metropolitan",5533,83,"8,502","Moreland",3,2016
"168","Brunswick East",4,856000,"S","Harrington",2016-03-12,4.5,"3057",2,2,136,151,1997,-37.7601,144.9805,"Northern Metropolitan",5533,83,"8,502","Moreland",3,2016
"169","Brunswick West",3,1190000,"S","Nelson",2016-03-12,5.9,"3055",1,1,0,119,1920,-37.7564,144.9422,"Northern Metropolitan",7082,66,"13,171","Moreland",3,2016
"170","Bulleen",4,1505000,"S","Jellis",2016-03-12,11.8,"3105",3,2,410,190,2012,-37.7695,145.082,"Eastern Metropolitan",4480,59,"10,848","Manningham",3,2016
"171","Other",2,1005000,"SP","Biggin",2016-03-12,3.5,"3121",1,0,0,96,1905,-37.8301,145.0103,"Northern Metropolitan",438,70,"738","Yarra",3,2016
"172","Burwood",3,1300000,"SA","Stockdale",2016-03-12,11.7,"3125",1,2,773,130,1960,-37.8562,145.1104,"Southern Metropolitan",5678,59,"13,172","Monash",3,2016
"173","Burwood",4,1890000,"S","Ray",2016-03-12,11.7,"3125",2,2,1145,111,1960,-37.8538,145.127,"Southern Metropolitan",5678,59,"13,172","Whitehorse",3,2016
"174","Burwood",3,1390000,"S","Fletchers",2016-03-12,11.7,"3125",1,2,697,130,1960,-37.851,145.1169,"Southern Metropolitan",5678,59,"13,172","Whitehorse",3,2016
"175","Burwood",3,1250000,"VB","Fletchers",2016-03-12,11.7,"3125",1,1,662,130,1960,-37.8561,145.1054,"Southern Metropolitan",5678,59,"13,172","Monash",3,2016
"176","Camberwell",3,1650000,"S","Marshall",2016-03-12,7.8,"3124",2,2,305,189,1998,-37.8365,145.0802,"Southern Metropolitan",8920,66,"20,022","Boroondara",3,2016
"177","Other",3,368000,"SP","Other",2016-03-12,14.5,"Other",1,2,600,130,1970,-37.6783,144.9672,"Northern Metropolitan",1889,49,"5,462","Hume",3,2016
"178","Other",3,455000,"S","YPA",2016-03-12,14.5,"Other",1,1,766,130,1970,-37.6804,144.9664,"Northern Metropolitan",1889,49,"5,462","Hume",3,2016
"179","Canterbury",3,1587500,"S","Marshall",2016-03-12,9,"3126",1,1,459,130,1920,-37.8265,145.072,"Southern Metropolitan",3265,72,"7,856","Boroondara",3,2016
"180","Carnegie",4,1275000,"S","hockingstuart",2016-03-12,11.4,"3163",2,0,365,190,1919,-37.8877,145.0507,"Southern Metropolitan",7822,75,"16,333","Glen Eira",3,2016
"181","Carnegie",3,1620000,"S","Buxton",2016-03-12,11.4,"3163",1,1,808,130,1930,-37.8982,145.0461,"Southern Metropolitan",7822,75,"16,333","Glen Eira",3,2016
"182","Carnegie",3,1295000,"S","hockingstuart",2016-03-12,11.4,"3163",1,2,425,166,1960,-37.8876,145.0502,"Southern Metropolitan",7822,75,"16,333","Glen Eira",3,2016
"183","Other",5,1665000,"S","Gary",2016-03-12,8.9,"3162",2,2,593,260,1920,-37.8849,145.0341,"Southern Metropolitan",2379,73,"5,159","Glen Eira",3,2016
"184","Caulfield South",3,1460000,"S","hockingstuart",2016-03-12,9.3,"3162",1,2,451,121,1960,-37.8874,145.019,"Southern Metropolitan",5051,70,"11,292","Glen Eira",3,2016
"185","Chadstone",4,1507000,"S","Jellis",2016-03-12,13.6,"3148",2,2,600,190,1972,-37.8891,145.1002,"Southern Metropolitan",3582,66,"7,825","Monash",3,2016
"186","Coburg",3,790000,"S","Other",2016-03-12,7.8,"3058",1,2,371,130,1930,-37.7435,144.9507,"Northern Metropolitan",11204,71,"24,996","Moreland",3,2016
"187","Coburg",3,680000,"S","Nelson",2016-03-12,7.8,"3058",1,0,702,108,1950,-37.7391,144.9812,"Northern Metropolitan",11204,71,"24,996","Moreland",3,2016
"188","Coburg",4,1221000,"S","Nelson",2016-03-12,7.8,"3058",1,2,596,190,1930,-37.7456,144.9696,"Northern Metropolitan",11204,71,"24,996","Moreland",3,2016
"189","Coburg",4,955000,"S","Nelson",2016-03-12,7.8,"3058",2,1,295,190,1930,-37.7374,144.9617,"Northern Metropolitan",11204,71,"24,996","Moreland",3,2016
"190","Coburg North",3,655000,"SP","hockingstuart",2016-03-12,9.2,"3058",1,0,404,98,1950,-37.7305,144.9803,"Northern Metropolitan",3445,62,"6,574","Moreland",3,2016
"191","Coburg North",4,895000,"S","Nelson",2016-03-12,9.2,"3058",2,2,661,190,1955,-37.7246,144.9828,"Northern Metropolitan",3445,62,"6,574","Moreland",3,2016
"192","Collingwood",3,1260000,"S","Jellis",2016-03-12,1.6,"3066",1,0,167,130,1900,-37.7962,144.9866,"Northern Metropolitan",4553,92,"6,490","Yarra",3,2016
"193","Doncaster",3,1450000,"PI","Barry",2016-03-12,13.9,"3108",1,1,638,115,1970,-37.7912,145.1248,"Eastern Metropolitan",9028,58,"18,372","Manningham",3,2016
"194","Doncaster",3,1403000,"S","Barry",2016-03-12,13.9,"3108",1,4,727,123,1970,-37.7942,145.1218,"Eastern Metropolitan",9028,58,"18,372","Manningham",3,2016
"195","Doncaster",4,1408000,"S","Jellis",2016-03-12,13.9,"3108",2,0,725,190,1970,-37.7891,145.1073,"Eastern Metropolitan",9028,58,"18,372","Manningham",3,2016
"196","Doncaster",4,1396000,"S","Barry",2016-03-12,13.9,"3108",1,2,658,138,1975,-37.7827,145.1358,"Eastern Metropolitan",9028,58,"18,372","Manningham",3,2016
"197","Doncaster",5,1461800,"SP","Jellis",2016-03-12,13.9,"3108",2,2,660,260,1970,-37.7791,145.1328,"Eastern Metropolitan",9028,58,"18,372","Manningham",3,2016
"198","East Melbourne",2,4525000,"S","Other",2016-03-12,1.5,"Other",2,1,220,279,1930,-37.8181,144.9879,"Northern Metropolitan",3040,92,"4,679","Melbourne",3,2016
"199","Elsternwick",2,906000,"S","Purplebricks",2016-03-12,8.5,"3185",1,1,221,96,1913,-37.8829,145.0129,"Southern Metropolitan",4898,83,"9,772","Glen Eira",3,2016
"200","Elsternwick",3,1625000,"S","Biggin",2016-03-12,8.5,"3185",2,2,447,181,1920,-37.8912,145.0138,"Southern Metropolitan",4898,83,"9,772","Glen Eira",3,2016
"201","Elsternwick",4,1100000,"VB","hockingstuart",2016-03-12,8.5,"3185",2,0,147,159,1910,-37.8852,144.9997,"Southern Metropolitan",4898,83,"9,772","Glen Eira",3,2016
"202","Elwood",3,2116000,"S","Chisholm",2016-03-12,7.7,"3184",1,2,463,130,1920,-37.8787,144.985,"Southern Metropolitan",8989,84,"14,644","Port Phillip",3,2016
"203","Essendon",3,1295000,"PI","Nelson",2016-03-12,8,"3040",1,3,688,105,1930,-37.7578,144.9317,"Western Metropolitan",9264,71,"18,841","Moonee Valley",3,2016
"204","Essendon",4,1900000,"S","Nelson",2016-03-12,8,"3040",1,2,733,190,1940,-37.7587,144.91,"Western Metropolitan",9264,71,"18,841","Moonee Valley",3,2016
"205","Essendon",3,980000,"VB","Barry",2016-03-12,8,"3040",1,1,445,130,1940,-37.7505,144.8934,"Western Metropolitan",9264,71,"18,841","Moonee Valley",3,2016
"206","Essendon West",3,810000,"PI","Nelson",2016-03-12,9.8,"3040",1,2,613,130,1950,-37.7552,144.8882,"Western Metropolitan",588,43,"1,405","Moonee Valley",3,2016
"207","Fairfield",3,1350000,"PI","McGrath",2016-03-12,5.8,"3078",1,2,309,110,2000,-37.7828,145.0154,"Northern Metropolitan",2970,72,"5,937","Darebin",3,2016
"208","Fawkner",3,670000,"S","YPA",2016-03-12,12.4,"3060",1,3,587,136,1960,-37.7007,144.9632,"Northern Metropolitan",5070,56,"12,589","Moreland",3,2016
"209","Footscray",3,1003000,"S","Other",2016-03-12,6.4,"3011",1,1,292,98,1900,-37.797,144.9051,"Western Metropolitan",7570,78,"13,203","Maribyrnong",3,2016
"210","Footscray",3,1362000,"S","Village",2016-03-12,6.4,"3011",2,0,497,156,1890,-37.7958,144.9024,"Western Metropolitan",7570,78,"13,203","Maribyrnong",3,2016
"211","Footscray",4,1225000,"SP","Nelson",2016-03-12,6.4,"3011",2,1,319,130,1915,-37.7943,144.8875,"Western Metropolitan",7570,78,"13,203","Maribyrnong",3,2016
"212","Footscray",4,977000,"S","Village",2016-03-12,6.4,"3011",2,1,154,161,2007,-37.7983,144.8911,"Western Metropolitan",7570,78,"13,203","Maribyrnong",3,2016
"213","Footscray",3,840000,"S","Sweeney",2016-03-12,6.4,"3011",1,0,164,93,1900,-37.7959,144.8863,"Western Metropolitan",7570,78,"13,203","Maribyrnong",3,2016
"214","Glen Iris",4,1998000,"S","Other",2016-03-12,9.2,"3146",2,1,739,183,2002,-37.8513,145.0601,"Southern Metropolitan",10412,65,"24,992","Boroondara",3,2016
"215","Glen Iris",4,1800000,"VB","Marshall",2016-03-12,9.2,"3146",2,2,868,217,1930,-37.8522,145.0893,"Southern Metropolitan",10412,65,"24,992","Boroondara",3,2016
"216","Glenroy",5,1150000,"PI","Barry",2016-03-12,13,"3046",3,2,700,260,1960,-37.7095,144.9253,"Northern Metropolitan",8870,54,"19,671","Moreland",3,2016
"217","Glenroy",3,610000,"S","Walshe",2016-03-12,13,"3046",1,3,640,144,1960,-37.6979,144.9335,"Northern Metropolitan",8870,54,"19,671","Moreland",3,2016
"218","Glenroy",3,806500,"S","Barry",2016-03-12,13,"3046",1,2,766,127,1965,-37.6988,144.9372,"Northern Metropolitan",8870,54,"19,671","Moreland",3,2016
"219","Glenroy",3,5e+05,"S","Nelson",2016-03-12,13,"3046",1,1,336,130,1960,-37.7088,144.9356,"Northern Metropolitan",8870,54,"19,671","Moreland",3,2016
"220","Hadfield",3,630000,"S","YPA",2016-03-12,12.1,"3046",1,1,604,112,1970,-37.7124,144.9514,"Northern Metropolitan",2606,51,"5,355","Moreland",3,2016
"221","Hadfield",2,610000,"S","Eview",2016-03-12,12.1,"3046",1,1,394,98,1950,-37.7153,144.9507,"Northern Metropolitan",2606,51,"5,355","Moreland",3,2016
"222","Hadfield",4,870000,"S","Barry",2016-03-12,12.1,"3046",3,5,591,268,2010,-37.7127,144.9489,"Northern Metropolitan",2606,51,"5,355","Moreland",3,2016
"223","Hampton",4,1686500,"S","Hodges",2016-03-12,13.7,"3188",2,2,664,190,1950,-37.9394,145.0099,"Southern Metropolitan",5454,69,"12,459","Bayside",3,2016
"224","Hampton",3,1003500,"S","Ray",2016-03-12,13.7,"3188",1,2,289,109,1998,-37.9338,145.0226,"Southern Metropolitan",5454,69,"12,459","Bayside",3,2016
"225","Hampton",4,2140000,"S","Hodges",2016-03-12,13.7,"3188",2,3,688,187,1925,-37.9319,145.0173,"Southern Metropolitan",5454,69,"12,459","Bayside",3,2016
"226","Hampton",4,1600000,"VB","Marshall",2016-03-12,13.7,"3188",2,2,607,242,2011,-37.9324,145.0235,"Southern Metropolitan",5454,69,"12,459","Bayside",3,2016
"227","Hawthorn",4,2670000,"S","Jellis",2016-03-12,4.6,"3122",2,1,336,235,1905,-37.8183,145.0371,"Southern Metropolitan",11308,85,"21,138","Boroondara",3,2016
"228","Hawthorn",3,1480000,"S","Jellis",2016-03-12,4.6,"3122",1,0,228,116,1910,-37.8157,145.0263,"Southern Metropolitan",11308,85,"21,138","Boroondara",3,2016
"229","Hawthorn",3,5100000,"S","Jellis",2016-03-12,4.6,"3122",2,3,1038,130,1910,-37.8332,145.0366,"Southern Metropolitan",11308,85,"21,138","Boroondara",3,2016
"230","Hawthorn East",2,1140000,"S","Marshall",2016-03-12,7.5,"3123",1,0,230,96,1922,-37.8226,145.055,"Southern Metropolitan",6482,83,"13,113","Boroondara",3,2016
"231","Hawthorn East",2,1550000,"S","Noel",2016-03-12,7.5,"3123",1,2,432,96,1922,-37.8249,145.0532,"Southern Metropolitan",6482,83,"13,113","Boroondara",3,2016
"232","Hawthorn East",3,2151000,"S","Kay",2016-03-12,7.5,"3123",1,2,780,130,1922,-37.8198,145.0465,"Southern Metropolitan",6482,83,"13,113","Boroondara",3,2016
"233","Heidelberg West",2,735000,"SP","Miles",2016-03-12,9.4,"3081",1,3,602,96,1960,-37.7455,145.0452,"Eastern Metropolitan",2674,68,"5,335","Banyule",3,2016
"234","Heidelberg West",3,560000,"SP","Other",2016-03-12,9.4,"3081",1,1,523,87,1960,-37.7369,145.0376,"Eastern Metropolitan",2674,68,"5,335","Banyule",3,2016
"235","Hughesdale",3,1340000,"S","Ray",2016-03-12,13,"3166",1,1,705,128,1920,-37.8994,145.0816,"Southern Metropolitan",3145,74,"7,062","Monash",3,2016
"236","Ivanhoe",4,1601000,"S","Nelson",2016-03-12,7.9,"3079",3,2,610,190,1950,-37.7662,145.04,"Eastern Metropolitan",5549,71,"11,038","Banyule",3,2016
"237","Other",4,740000,"SP","Barry",2016-03-12,15,"3021",2,2,558,190,1980,-37.7311,144.8257,"Western Metropolitan",1202,43,"3,173","Brimbank",3,2016
"238","Keilor East",4,9e+05,"S","Nelson",2016-03-12,12.8,"3033",2,1,289,125,2011,-37.7506,144.8689,"Western Metropolitan",5629,55,"13,234","Moonee Valley",3,2016
"239","Keilor East",3,590000,"S","Nelson",2016-03-12,12.8,"3033",1,2,610,130,1974,-37.7455,144.8484,"Western Metropolitan",5629,55,"13,234","Moonee Valley",3,2016
"240","Kensington",2,775000,"S","Jellis",2016-03-12,4.2,"3031",1,0,150,96,1910,-37.7963,144.935,"Northern Metropolitan",5263,82,"9,689","Melbourne",3,2016
"241","Kew",5,4350000,"S","Marshall",2016-03-12,5.6,"3101",3,2,853,260,1930,-37.8151,145.0555,"Southern Metropolitan",10331,71,"23,871","Boroondara",3,2016
"242","Kingsville",2,677200,"SP","Sweeney",2016-03-12,7.8,"3012",2,1,180,179,2011,-37.8115,144.8763,"Western Metropolitan",1808,70,"3,525","Maribyrnong",3,2016
"243","Maidstone",2,711000,"S","Jas",2016-03-12,9.2,"3012",1,0,163,69,1920,-37.789,144.8813,"Western Metropolitan",3873,62,"7,768","Maribyrnong",3,2016
"244","Malvern East",4,1301000,"PI","Marshall",2016-03-12,11.2,"3145",3,2,611,190,1930,-37.8724,145.0628,"Southern Metropolitan",8801,77,"20,028","Stonnington",3,2016
"245","Malvern East",4,2400000,"VB","hockingstuart",2016-03-12,11.2,"3145",2,2,758,190,1930,-37.8757,145.0518,"Southern Metropolitan",8801,77,"20,028","Stonnington",3,2016
"246","Malvern East",4,2355000,"S","Marshall",2016-03-12,11.2,"3145",2,3,0,223,1915,-37.8755,145.0523,"Southern Metropolitan",8801,77,"20,028","Stonnington",3,2016
"247","Malvern East",2,1036000,"S","Biggin",2016-03-12,11.2,"3145",1,1,310,102,1910,-37.8717,145.0399,"Southern Metropolitan",8801,77,"20,028","Stonnington",3,2016
"248","Malvern East",3,2273000,"S","Marshall",2016-03-12,11.2,"3145",3,1,376,254,1930,-37.8727,145.0458,"Southern Metropolitan",8801,77,"20,028","Stonnington",3,2016
"249","Maribyrnong",3,975000,"PI","Burnham",2016-03-12,8.7,"3032",1,2,597,154,1970,-37.763,144.8877,"Western Metropolitan",4918,70,"10,135","Maribyrnong",3,2016
"250","Maribyrnong",3,870000,"SP","Nelson",2016-03-12,8.7,"3032",2,2,392,130,2000,-37.774,144.8744,"Western Metropolitan",4918,70,"10,135","Maribyrnong",3,2016
"251","Middle Park",3,2350000,"S","Cayzer",2016-03-12,4.1,"3206",1,2,277,132,1900,-37.8516,144.9624,"Southern Metropolitan",2019,80,"4,042","Port Phillip",3,2016
"252","Moonee Ponds",4,1715000,"S","Frank",2016-03-12,6.9,"3039",2,3,668,190,1915,-37.7633,144.908,"Western Metropolitan",6232,75,"13,507","Moonee Valley",3,2016
"253","Moonee Ponds",3,1055000,"S","Nelson",2016-03-12,6.9,"3039",2,2,0,189,2009,-37.7688,144.9054,"Western Metropolitan",6232,75,"13,507","Moonee Valley",3,2016
"254","Moorabbin",3,1090000,"SP","Woodards",2016-03-12,14.6,"3189",2,2,784,160,1960,-37.9368,145.0568,"Southern Metropolitan",2555,71,"5,298","Kingston",3,2016
"255","Moorabbin",3,836000,"S","Woodards",2016-03-12,14.6,"3189",1,4,695,165,1970,-37.9364,145.0559,"Southern Metropolitan",2555,71,"5,298","Kingston",3,2016
"256","Moorabbin",4,930000,"VB","McGrath",2016-03-12,14.6,"3189",3,2,443,4,1960,-37.9371,145.0578,"Southern Metropolitan",2555,71,"5,298","Kingston",3,2016
"257","Moorabbin",4,947500,"S","McGrath",2016-03-12,14.6,"3189",2,2,609,16,1960,-37.9416,145.058,"Southern Metropolitan",2555,71,"5,298","Kingston",3,2016
"258","Newport",3,9e+05,"SP","Raine",2016-03-12,8.4,"3015",2,2,194,176,2010,-37.8395,144.8787,"Western Metropolitan",5498,70,"12,028","Hobsons Bay",3,2016
"259","Niddrie",3,1020000,"PI","Barry",2016-03-12,11.2,"3042",1,2,650,130,1955,-37.7423,144.8905,"Western Metropolitan",2291,61,"4,851","Moonee Valley",3,2016
"260","Niddrie",4,1126000,"SP","Brad",2016-03-12,11.2,"3042",2,2,650,150,1960,-37.7429,144.888,"Western Metropolitan",2291,61,"4,851","Moonee Valley",3,2016
"261","Niddrie",1,1330000,"S","Brad",2016-03-12,11.2,"3042",1,1,846,69,1955,-37.7467,144.8872,"Western Metropolitan",2291,61,"4,851","Moonee Valley",3,2016
"262","Oak Park",4,865000,"S","Brad",2016-03-12,11.5,"3046",1,2,696,160,1955,-37.7209,144.9158,"Northern Metropolitan",2651,55,"5,751","Moreland",3,2016
"263","Oakleigh South",3,981000,"S","Buxton",2016-03-12,14.7,"3167",1,2,646,130,1968,-37.9167,145.0855,"South-Eastern Metropolitan",3692,50,"9,126","Monash",3,2016
"264","Ormond",2,1960000,"S","Gary",2016-03-12,11.8,"3204",1,1,719,96,1940,-37.9071,145.046,"Southern Metropolitan",3578,72,"7,707","Glen Eira",3,2016
"265","Ormond",4,1715000,"S","Buxton",2016-03-12,11.8,"3204",2,2,705,226,1922,-37.9035,145.028,"Southern Metropolitan",3578,72,"7,707","Glen Eira",3,2016
"266","Ormond",3,1401000,"SP","Noel",2016-03-12,11.8,"3204",2,2,650,150,1950,-37.8986,145.0359,"Southern Metropolitan",3578,72,"7,707","Glen Eira",3,2016
"267","Ormond",4,2250000,"PI","Marshall",2016-03-12,11.8,"3204",1,2,903,235,1985,-37.9062,145.0263,"Southern Metropolitan",3578,72,"7,707","Glen Eira",3,2016
"268","Pascoe Vale",4,975000,"S","Brad",2016-03-12,9.9,"3044",1,1,733,159,1960,-37.7194,144.9307,"Northern Metropolitan",7485,59,"14,871","Moreland",3,2016
"269","Pascoe Vale",3,770000,"S","Brad",2016-03-12,9.9,"3044",1,0,464,130,1960,-37.7301,144.9487,"Northern Metropolitan",7485,59,"14,871","Moreland",3,2016
"270","Pascoe Vale",2,915000,"S","Other",2016-03-12,9.9,"3044",1,3,629,96,1975,-37.7312,144.9399,"Northern Metropolitan",7485,59,"14,871","Moreland",3,2016
"271","Port Melbourne",4,2105000,"S","Cayzer",2016-03-12,3.8,"3207",2,3,611,181,1940,-37.8349,144.9266,"Southern Metropolitan",8648,84,"14,520","Port Phillip",3,2016
"272","Port Melbourne",3,1150000,"S","Marshall",2016-03-12,3.8,"3207",2,1,0,134,1990,-37.8359,144.9342,"Southern Metropolitan",8648,84,"14,520","Port Phillip",3,2016
"273","Port Melbourne",6,1800000,"VB","Greg",2016-03-12,3.8,"3207",4,2,353,285.5,1905,-37.8384,144.923,"Southern Metropolitan",8648,84,"14,520","Port Phillip",3,2016
"274","Port Melbourne",3,2200000,"S","Greg",2016-03-12,3.8,"3207",2,0,250,280,1863,-37.8381,144.9391,"Southern Metropolitan",8648,84,"14,520","Port Phillip",3,2016
"275","Port Melbourne",3,985000,"S","Marshall",2016-03-12,3.8,"3207",1,0,171,167,1890,-37.8385,144.9409,"Southern Metropolitan",8648,84,"14,520","Port Phillip",3,2016
"276","Port Melbourne",2,1240000,"PI","Other",2016-03-12,3.8,"3207",1,0,0,96,1905,-37.836,144.9419,"Southern Metropolitan",8648,84,"14,520","Port Phillip",3,2016
"277","Preston",3,751000,"S","hockingstuart",2016-03-12,8.8,"3072",1,0,148,3,1950,-37.7428,145.0081,"Northern Metropolitan",14577,73,"29,893","Darebin",3,2016
"278","Preston",3,1200000,"PI","Barry",2016-03-12,8.8,"3072",2,1,465,130,1950,-37.7471,144.9877,"Northern Metropolitan",14577,73,"29,893","Darebin",3,2016
"279","Preston",3,721000,"S","Stockdale",2016-03-12,8.8,"3072",1,1,581,130,1950,-37.7399,145.0228,"Northern Metropolitan",14577,73,"29,893","Darebin",3,2016
"280","Reservoir",3,1025000,"S","hockingstuart",2016-03-12,11.2,"3073",2,2,676,272,1950,-37.7262,145.0177,"Northern Metropolitan",21650,60,"47,517","Darebin",3,2016
"281","Reservoir",3,685000,"S","Nelson",2016-03-12,11.2,"3073",1,1,1262,85,1955,-37.7139,145.0215,"Northern Metropolitan",21650,60,"47,517","Darebin",3,2016
"282","Reservoir",3,620000,"PI","Barry",2016-03-12,11.2,"3073",1,2,762,130,1960,-37.7021,144.9985,"Northern Metropolitan",21650,60,"47,517","Darebin",3,2016
"283","Reservoir",3,723000,"S","Ray",2016-03-12,11.2,"3073",1,1,535,86,1950,-37.7299,145.0242,"Northern Metropolitan",21650,60,"47,517","Darebin",3,2016
